#WL |a|^2+|d|^2_ln00 |b|^2+|c|^2_ln00 |a|^2+|d|^2_ln01 |b|^2+|c|^2_ln01 |a|^2+|d|^2_ln02 |b|^2+|c|^2_ln02 |a|^2+|d|^2_ln10 |b|^2+|c|^2_ln10 |a|^2+|d|^2_ln11 |b|^2+|c|^2_ln11 |a|^2+|d|^2_ln12 |b|^2+|c|^2_ln12 |a|^2+|d|^2_ln20 |b|^2+|c|^2_ln20 |a|^2+|d|^2_ln21 |b|^2+|c|^2_ln21 |a|^2+|d|^2_ln22 |b|^2+|c|^2_ln22 |a|^2+|d|^2_ln30 |b|^2+|c|^2_ln30 |a|^2+|d|^2_ln31 |b|^2+|c|^2_ln31 |a|^2+|d|^2_ln32 |b|^2+|c|^2_ln32 
# |a|+|d|400.000000 0.317299 0.388654 0.027069 0.242066 0.003778 0.009534 1.387456 2.920166 1.554898 15.272500 2.124936 4.960141 1.323252 0.626370 0.102308 0.319801 0.012231 0.011560 1.468645 1.151240 1.008374 1.001136 1.000014 1.000006
442.500000 5.889943 0.859160 4.043853 0.129140 0.003895 0.102648 2.815413 3.198503 15.443145 1.927144 0.075477 6.066835 1.640423 1.182629 1.423267 0.154908 0.001330 0.116592 1.181385 1.022587 1.011362 1.001545 1.000004 1.000034
443.000000 6.163040 0.840973 3.940530 0.130682 0.003915 0.096526 2.875490 3.111602 14.654805 1.925820 0.073508 5.598106 1.665525 1.156308 1.353637 0.156656 0.001307 0.109590 1.177680 1.023108 1.011275 1.001563 1.000004 1.000031
443.500000 6.455644 0.824339 3.844735 0.132302 0.003938 0.091053 2.939539 3.031485 13.924682 1.925560 0.071637 5.182474 1.692545 1.132223 1.289033 0.158499 0.001285 0.103332 1.174012 1.023605 1.011172 1.001580 1.000004 1.000029
444.000000 6.767356 0.808780 3.748718 0.133993 0.003962 0.086016 3.006940 2.956246 13.221909 1.926141 0.069847 4.805229 1.721052 1.109693 1.226638 0.160426 0.001264 0.097575 1.170361 1.024091 1.011042 1.001598 1.000004 1.000027
444.500000 7.097754 0.793927 3.647408 0.135746 0.003988 0.081280 3.077078 2.884413 12.527793 1.927368 0.068124 4.456847 1.750632 1.088191 1.164744 0.162426 0.001244 0.092164 1.166714 1.024577 1.010880 1.001616 1.000004 1.000025
445.000000 7.445729 0.779454 3.536959 0.137551 0.004016 0.076746 3.149054 2.814693 11.829439 1.928974 0.066456 4.130521 1.780723 1.067257 1.102172 0.164487 0.001224 0.086988 1.163060 1.025070 1.010680 1.001635 1.000004 1.000023
445.500000 7.809313 0.765043 3.414394 0.139399 0.004044 0.072340 3.221830 2.745894 11.118757 1.930788 0.064832 3.821311 1.810702 1.046440 1.038169 0.166596 0.001205 0.081960 1.159386 1.025579 1.010439 1.001654 1.000004 1.000022
446.000000 8.186542 0.750511 3.279967 0.141284 0.004072 0.068041 3.294435 2.677323 10.398751 1.932659 0.063244 3.527387 1.840012 1.025480 0.973015 0.168746 0.001185 0.077058 1.155689 1.026107 1.010161 1.001673 1.000004 1.000020
446.500000 8.575659 0.735804 3.136589 0.143199 0.004101 0.063866 3.366079 2.608790 9.680554 1.934484 0.061690 3.249094 1.868229 1.004300 0.907751 0.170930 0.001166 0.072299 1.151975 1.026655 1.009852 1.001693 1.000004 1.000019
447.000000 8.979050 0.721067 2.990691 0.145158 0.004131 0.059874 3.437235 2.540771 8.984022 1.936375 0.060170 2.988675 1.895608 0.983102 0.844247 0.173162 0.001148 0.067752 1.148248 1.027217 1.009528 1.001713 1.000004 1.000017
447.500000 9.400140 0.706668 2.850355 0.147174 0.004161 0.056155 3.509091 2.474651 8.333364 1.938621 0.058694 2.750182 1.922853 0.962406 0.784779 0.175460 0.001130 0.063517 1.144531 1.027780 1.009205 1.001733 1.000004 1.000016
448.000000 9.844673 0.692868 2.720398 0.149270 0.004194 0.052748 3.583251 2.411327 7.739963 1.941539 0.057269 2.534612 1.950826 0.942573 0.730443 0.177851 0.001112 0.059639 1.140830 1.028334 1.008896 1.001754 1.000004 1.000015
448.500000 10.318356 0.679873 2.603476 0.151462 0.004228 0.049667 3.661178 2.351505 7.208002 1.945364 0.055899 2.341679 1.980295 0.923892 0.681664 0.180354 0.001095 0.056133 1.137150 1.028873 1.008606 1.001776 1.000004 1.000014
449.000000 10.831028 0.667871 2.501482 0.153781 0.004265 0.046914 3.745226 2.295775 6.738387 1.950452 0.054588 2.170362 2.012431 0.906626 0.638563 0.183007 0.001079 0.053000 1.133477 1.029389 1.008341 1.001798 1.000004 1.000013
449.500000 11.391163 0.657022 2.415024 0.156245 0.004304 0.044481 3.837397 2.244663 6.329164 1.957087 0.053340 2.019420 2.048223 0.890994 0.600986 0.185832 0.001063 0.050231 1.129807 1.029879 1.008102 1.001821 1.000003 1.000012
450.000000 12.002004 0.647176 2.340853 0.158853 0.004347 0.042309 3.937864 2.197593 5.968267 1.965216 0.052151 1.885271 2.087658 0.876786 0.567823 0.188827 0.001049 0.047761 1.126131 1.030346 1.007883 1.001845 1.000003 1.000011
450.500000 12.664062 0.638087 2.275134 0.161595 0.004391 0.040336 4.045897 2.153645 5.643083 1.974640 0.051012 1.764285 2.130247 0.863653 0.537906 0.191980 0.001034 0.045516 1.122448 1.030796 1.007678 1.001870 1.000003 1.000010
451.000000 13.377155 0.629554 2.215164 0.164457 0.004438 0.038517 4.160527 2.112064 5.344800 1.985092 0.049916 1.653831 2.175399 0.851315 0.510424 0.195274 0.001021 0.043447 1.118760 1.031236 1.007482 1.001896 1.000003 1.000010
451.500000 14.136876 0.621361 2.158319 0.167419 0.004486 0.036811 4.279984 2.072101 5.066045 1.996301 0.048857 1.551794 2.222168 0.839467 0.484689 0.198684 0.001007 0.041508 1.115082 1.031670 1.007291 1.001922 1.000003 1.000009
452.000000 14.938833 0.613332 2.102837 0.170465 0.004535 0.035193 4.402535 2.033132 4.801845 2.008036 0.047829 1.456614 2.269645 0.827864 0.460240 0.202191 0.000994 0.039668 1.111425 1.032103 1.007103 1.001949 1.000003 1.000009
452.500000 15.776647 0.605343 2.047710 0.173577 0.004584 0.033644 4.526141 1.994727 4.549424 2.020040 0.046827 1.367317 2.316821 0.816329 0.436824 0.205772 0.000981 0.037909 1.107809 1.032535 1.006915 1.001976 1.000003 1.000008
453.000000 16.644969 0.597264 1.992154 0.176745 0.004634 0.032150 4.648864 1.956402 4.306284 2.032100 0.045846 1.282930 2.362730 0.804682 0.414215 0.209416 0.000969 0.036212 1.104247 1.032970 1.006728 1.002003 1.000003 1.000008
453.500000 17.541049 0.589173 1.937163 0.179964 0.004685 0.030720 4.770200 1.918466 4.074656 2.044237 0.044889 1.203765 2.407213 0.793032 0.392627 0.213116 0.000956 0.034589 1.100761 1.033403 1.006544 1.002031 1.000003 1.000007
454.000000 18.471801 0.581174 1.883940 0.183255 0.004736 0.029363 4.891458 1.881240 3.856278 2.056672 0.043956 1.129899 2.450913 0.781522 0.372235 0.216899 0.000944 0.033050 1.097347 1.033833 1.006364 1.002059 1.000003 1.000007
454.500000 19.441992 0.573333 1.833108 0.186632 0.004787 0.028082 5.013469 1.844934 3.651707 2.069560 0.043049 1.061222 2.494241 0.770244 0.353098 0.220780 0.000932 0.031596 1.094006 1.034257 1.006190 1.002088 1.000003 1.000006
455.000000 20.458713 0.565707 1.785183 0.190109 0.004840 0.026877 5.137243 1.809700 3.461013 2.083001 0.042169 0.997513 2.537659 0.759275 0.335231 0.224775 0.000921 0.030229 1.090737 1.034673 1.006023 1.002117 1.000003 1.000006
455.500000 21.528764 0.558369 1.740579 0.193699 0.004895 0.025750 5.264034 1.775792 3.284396 2.097180 0.041316 0.938679 2.581761 0.748720 0.318658 0.228900 0.000909 0.028951 1.087537 1.035081 1.005864 1.002147 1.000003 1.000006
456.000000 22.664123 0.551355 1.699426 0.197429 0.004950 0.024697 5.395674 1.743292 3.121140 2.112355 0.040491 0.884365 2.627331 0.738625 0.303316 0.233188 0.000898 0.027758 1.084390 1.035480 1.005712 1.002178 1.000003 1.000005
456.500000 23.870851 0.544690 1.661708 0.201303 0.005008 0.023716 5.532829 1.712268 2.970546 2.128566 0.039694 0.834299 2.674644 0.729025 0.289143 0.237643 0.000887 0.026646 1.081296 1.035868 1.005568 1.002210 1.000003 1.000005
457.000000 25.155953 0.538345 1.627088 0.205333 0.005067 0.022799 5.675925 1.682587 2.831152 2.145850 0.038923 0.788000 2.723810 0.719877 0.276007 0.242278 0.000877 0.025607 1.078252 1.036248 1.005431 1.002242 1.000003 1.000005
457.500000 26.519227 0.532306 1.595253 0.209508 0.005127 0.021942 5.824478 1.654217 2.702030 2.164142 0.038178 0.745192 2.774601 0.711165 0.263821 0.247082 0.000867 0.024636 1.075272 1.036617 1.005301 1.002276 1.000003 1.000004
458.000000 27.964872 0.526534 1.565788 0.213840 0.005189 0.021137 5.978459 1.627000 2.581860 2.183488 0.037457 0.705461 2.826941 0.702831 0.252462 0.252067 0.000857 0.023724 1.072359 1.036979 1.005176 1.002310 1.000003 1.000004
458.500000 29.494414 0.521010 1.538465 0.218324 0.005252 0.020380 6.137509 1.600872 2.469846 2.203839 0.036759 0.668549 2.880643 0.694849 0.241859 0.257228 0.000847 0.022867 1.069521 1.037331 1.005056 1.002346 1.000003 1.000004
459.000000 31.111939 0.515712 1.513098 0.222964 0.005317 0.019667 6.301438 1.575730 2.365162 2.225147 0.036082 0.634171 2.935570 0.687188 0.231935 0.262568 0.000838 0.022060 1.066767 1.037675 1.004941 1.002382 1.000003 1.000004
459.500000 32.814950 0.510624 1.489433 0.227751 0.005382 0.018994 6.469488 1.551537 2.267211 2.247378 0.035427 0.602147 2.991407 0.679826 0.222636 0.268078 0.000829 0.021299 1.064111 1.038011 1.004830 1.002419 1.000002 1.000004
460.000000 34.606150 0.505722 1.467277 0.232692 0.005449 0.018358 6.641349 1.528192 2.175285 2.270528 0.034791 0.572238 3.047984 0.672729 0.213895 0.273765 0.000820 0.020579 1.061561 1.038338 1.004724 1.002457 1.000002 1.000003
460.500000 36.488759 0.500981 1.446438 0.237796 0.005517 0.017755 6.816765 1.505597 2.088722 2.294639 0.034173 0.544220 3.105159 0.665861 0.205653 0.279640 0.000811 0.019896 1.059124 1.038659 1.004621 1.002496 1.000002 1.000003
461.000000 38.468841 0.496366 1.426731 0.243086 0.005586 0.017179 6.995542 1.483604 2.006799 2.319776 0.033571 0.517849 3.162785 0.659172 0.197840 0.285728 0.000803 0.019245 1.056807 1.038975 1.004522 1.002536 1.000002 1.000003
461.500000 40.541001 0.491866 1.408001 0.248553 0.005656 0.016630 7.176448 1.462185 1.929199 2.345880 0.032985 0.493024 3.220381 0.652647 0.190429 0.292019 0.000795 0.018624 1.054632 1.039285 1.004426 1.002577 1.000002 1.000003
462.000000 42.711547 0.487458 1.390119 0.254225 0.005728 0.016104 7.359456 1.441243 1.855404 2.373096 0.032413 0.469567 3.277898 0.646251 0.183371 0.298545 0.000786 0.018029 1.052605 1.039592 1.004333 1.002620 1.000002 1.000003
462.500000 44.980004 0.483128 1.372996 0.260112 0.005801 0.015599 7.543717 1.420722 1.785097 2.401434 0.031855 0.447367 3.334993 0.639967 0.176637 0.305315 0.000778 0.017458 1.050746 1.039897 1.004242 1.002664 1.000002 1.000003
463.000000 47.347516 0.478863 1.356584 0.266224 0.005877 0.015114 7.728425 1.400561 1.717972 2.430896 0.031309 0.426309 3.391340 0.633774 0.170198 0.312344 0.000770 0.016910 1.049072 1.040199 1.004154 1.002709 1.000002 1.000002
463.500000 49.828863 0.474694 1.341014 0.272592 0.005954 0.014649 7.915111 1.380855 1.654071 2.461734 0.030776 0.406377 3.447559 0.627716 0.164060 0.319667 0.000763 0.016384 1.047575 1.040499 1.004068 1.002756 1.000002 1.000002
464.000000 52.446949 0.470683 1.326574 0.279237 0.006033 0.014206 8.106543 1.361807 1.593689 2.494173 0.030257 0.387617 3.504747 0.621879 0.158252 0.327307 0.000755 0.015883 1.046232 1.040794 1.003985 1.002805 1.000002 1.000002
464.500000 55.231407 0.466876 1.313485 0.286187 0.006114 0.013786 8.305814 1.343552 1.536928 2.528462 0.029755 0.370025 3.564055 0.616327 0.152784 0.335299 0.000748 0.015409 1.045013 1.041084 1.003906 1.002855 1.000002 1.000002
465.000000 58.229316 0.463320 1.301991 0.293494 0.006198 0.013390 8.517596 1.326213 1.483827 2.564997 0.029268 0.353574 3.627145 0.611124 0.147660 0.343703 0.000741 0.014962 1.043877 1.041368 1.003829 1.002908 1.000002 1.000002
465.500000 61.498120 0.460069 1.292297 0.301214 0.006284 0.013019 8.747829 1.309957 1.434478 2.604301 0.028800 0.338263 3.696115 0.606346 0.142891 0.352587 0.000734 0.014544 1.042764 1.041645 1.003756 1.002964 1.000002 1.000002
466.000000 65.089413 0.457147 1.284466 0.309386 0.006372 0.012674 9.001002 1.294856 1.388792 2.646695 0.028350 0.324053 3.772428 0.602025 0.138467 0.361994 0.000727 0.014153 1.041638 1.041914 1.003686 1.003023 1.000002 1.000002
466.500000 69.070578 0.454568 1.278536 0.318064 0.006464 0.012351 9.282562 1.280934 1.346582 2.692582 0.027918 0.310874 3.857793 0.598181 0.134371 0.371989 0.000721 0.013789 1.040459 1.042176 1.003620 1.003085 1.000002 1.000002
467.000000 73.481109 0.452289 1.274268 0.327275 0.006558 0.012050 9.593760 1.268037 1.307362 2.742037 0.027502 0.298595 3.952317 0.594752 0.130557 0.382603 0.000714 0.013449 1.039241 1.042431 1.003556 1.003150 1.000002 1.000002
467.500000 78.303672 0.450221 1.271149 0.336989 0.006654 0.011764 9.929710 1.255901 1.270507 2.794683 0.027101 0.287069 4.053971 0.591619 0.126966 0.393799 0.000708 0.013127 1.038059 1.042681 1.003494 1.003219 1.000002 1.000002
468.000000 83.500856 0.448264 1.268645 0.347188 0.006752 0.011491 10.283173 1.244206 1.235340 2.850168 0.026710 0.276134 4.159946 0.588638 0.123534 0.405553 0.000702 0.012818 1.037012 1.042928 1.003434 1.003291 1.000002 1.000002
468.500000 89.021873 0.446349 1.266420 0.357829 0.006852 0.011226 10.646408 1.232748 1.201487 2.907997 0.026328 0.265699 4.267419 0.585718 0.120225 0.417815 0.000697 0.012519 1.036187 1.043172 1.003375 1.003366 1.000002 1.000002
469.000000 94.795667 0.444400 1.264138 0.368898 0.006954 0.010967 11.009467 1.221272 1.168490 2.967797 0.025952 0.255645 4.372888 0.582750 0.116996 0.430566 0.000691 0.012226 1.035690 1.043415 1.003317 1.003443 1.000002 1.000001
469.500000 100.662493 0.442338 1.261372 0.380294 0.007056 0.010711 11.355922 1.209567 1.136044 3.028664 0.025580 0.245910 4.470955 0.579627 0.113820 0.443686 0.000685 0.011938 1.035654 1.043655 1.003260 1.003522 1.000002 1.000001
470.000000 106.539899 0.440140 1.258032 0.392030 0.007160 0.010458 11.677466 1.197547 1.104006 3.090535 0.025212 0.236449 4.559079 0.576315 0.110682 0.457189 0.000679 0.011652 1.036142 1.043895 1.003203 1.003602 1.000002 1.000001
470.500000 112.412038 0.437853 1.254367 0.404108 0.007265 0.010209 11.973920 1.185367 1.072639 3.153440 0.024849 0.227310 4.637567 0.572883 0.107610 0.471076 0.000674 0.011372 1.037131 1.044133 1.003147 1.003685 1.000002 1.000001
471.000000 118.385143 0.435554 1.250806 0.416659 0.007372 0.009967 12.255243 1.173233 1.042198 3.218324 0.024491 0.218522 4.709910 0.569433 0.104625 0.485502 0.000668 0.011099 1.038534 1.044368 1.003093 1.003770 1.000002 1.000001
471.500000 124.604105 0.433341 1.247771 0.429789 0.007481 0.009733 12.535414 1.161444 1.013068 3.286140 0.024142 0.210162 4.780841 0.566102 0.101766 0.500592 0.000663 0.010836 1.040226 1.044601 1.003039 1.003858 1.000002 1.000001
472.000000 131.280618 0.431297 1.245663 0.443682 0.007593 0.009511 12.831791 1.150239 0.985490 3.358296 0.023804 0.202264 4.855872 0.563004 0.099053 0.516560 0.000657 0.010585 1.042083 1.044830 1.002988 1.003951 1.000002 1.000001
472.500000 138.671772 0.429492 1.244847 0.458555 0.007709 0.009301 13.163201 1.139808 0.959625 3.436355 0.023477 0.194844 4.940702 0.560234 0.096503 0.533658 0.000652 0.010349 1.043992 1.045056 1.002938 1.004051 1.000002 1.000001
473.000000 147.159091 0.428005 1.245740 0.474713 0.007829 0.009104 13.555897 1.130360 0.935628 3.522511 0.023164 0.187916 5.043006 0.557902 0.094129 0.552244 0.000647 0.010127 1.045824 1.045281 1.002890 1.004159 1.000002 1.000001
473.500000 157.237483 0.426921 1.248715 0.492485 0.007953 0.008923 14.042815 1.122140 0.913691 3.619187 0.022867 0.181508 5.172125 0.556124 0.091948 0.572699 0.000642 0.009923 1.047435 1.045503 1.002844 1.004278 1.000002 1.000001
474.000000 169.041271 0.426166 1.253396 0.511936 0.008082 0.008754 14.624320 1.114924 0.893433 3.726530 0.022582 0.175537 5.327033 0.554796 0.089923 0.595099 0.000638 0.009732 1.048934 1.045725 1.002800 1.004409 1.000002 1.000001
474.500000 182.568756 0.425643 1.259285 0.532989 0.008213 0.008594 15.290592 1.108439 0.874469 3.843665 0.022308 0.169927 5.503696 0.553789 0.088020 0.619350 0.000633 0.009552 1.050474 1.045945 1.002758 1.004551 1.000002 1.000001
475.000000 197.775039 0.425259 1.265952 0.555579 0.008348 0.008441 16.028306 1.102410 0.856433 3.969718 0.022042 0.164600 5.697158 0.552973 0.086205 0.645374 0.000629 0.009380 1.052218 1.046164 1.002716 1.004702 1.000002 1.000001
475.500000 214.389228 0.424914 1.272856 0.579530 0.008484 0.008293 16.810778 1.096565 0.839002 4.103135 0.021782 0.159495 5.898977 0.552213 0.084447 0.672962 0.000625 0.009213 1.054345 1.046381 1.002675 1.004862 1.000001 1.000001
476.000000 231.994253 0.424526 1.279584 0.604642 0.008622 0.008147 17.603840 1.090670 0.821931 4.242197 0.021526 0.154565 6.099047 0.551394 0.082724 0.701879 0.000620 0.009049 1.057008 1.046594 1.002635 1.005028 1.000001 1.000001
476.500000 250.023813 0.424026 1.285817 0.630731 0.008759 0.008003 18.367183 1.084538 0.805038 4.385323 0.021272 0.149771 6.286178 0.550424 0.081021 0.731909 0.000616 0.008887 1.060319 1.046802 1.002596 1.005200 1.000001 1.000001
477.000000 267.629758 0.423343 1.291259 0.657605 0.008897 0.007859 19.045956 1.077948 0.788112 4.530732 0.021018 0.145067 6.445835 0.549202 0.079319 0.762823 0.000612 0.008724 1.064388 1.047004 1.002557 1.005374 1.000001 1.000001
477.500000 283.768374 0.422431 1.295623 0.684887 0.009035 0.007714 19.583006 1.070796 0.771099 4.675750 0.020764 0.140447 6.563901 0.547666 0.077614 0.794184 0.000608 0.008561 1.069217 1.047197 1.002518 1.005549 1.000001 1.000001
478.000000 298.675294 0.421375 1.299358 0.712927 0.009173 0.007570 20.001252 1.063305 0.754194 4.822702 0.020512 0.135936 6.648015 0.545933 0.075923 0.826395 0.000603 0.008400 1.074633 1.047384 1.002479 1.005727 1.000001 1.000001
478.500000 312.520215 0.420236 1.302771 0.741899 0.009313 0.007428 20.318601 1.055639 0.737552 4.972711 0.020262 0.131554 6.704137 0.544084 0.074260 0.859660 0.000599 0.008240 1.080487 1.047566 1.002441 1.005908 1.000001 1.000001
479.000000 325.633318 0.419067 1.306185 0.772079 0.009455 0.007289 20.559152 1.047933 0.721278 5.127469 0.020016 0.127311 6.739451 0.542193 0.072635 0.894298 0.000595 0.008084 1.086661 1.047745 1.002403 1.006096 1.000001 1.000001
479.500000 338.565320 0.417929 1.309887 0.803901 0.009600 0.007154 20.757513 1.040353 0.705487 5.289759 0.019774 0.123222 6.763525 0.540343 0.071057 0.930810 0.000591 0.007932 1.093051 1.047922 1.002367 1.006292 1.000001 1.000001
480.000000 352.075739 0.416887 1.314219 0.837942 0.009750 0.007023 20.955134 1.033071 0.690304 5.463236 0.019537 0.119303 6.787143 0.538624 0.069537 0.969864 0.000587 0.007785 1.099575 1.048100 1.002331 1.006501 1.000001 1.000001
480.500000 366.994856 0.415996 1.319518 0.874955 0.009905 0.006897 21.190844 1.026218 0.675803 5.652457 0.019308 0.115558 6.819837 0.537106 0.068080 1.012332 0.000583 0.007643 1.106204 1.048280 1.002296 1.006728 1.000001 1.000001
481.000000 384.304945 0.415303 1.326119 0.915919 0.010066 0.006777 21.505448 1.019910 0.662045 5.863246 0.019086 0.111989 6.871077 0.535858 0.066692 1.059343 0.000579 0.007508 1.112954 1.048465 1.002262 1.006980 1.000001 1.000001
481.500000 404.518854 0.414817 1.334067 0.961566 0.010234 0.006662 21.913262 1.014167 0.649015 6.099725 0.018871 0.108592 6.943437 0.534887 0.065371 1.111740 0.000575 0.007379 1.119871 1.048656 1.002229 1.007262 1.000001 1.000001
482.000000 427.217381 0.414485 1.343076 1.011995 0.010409 0.006551 22.384039 1.008852 0.636590 6.361811 0.018662 0.105348 7.028726 0.534125 0.064106 1.169632 0.000572 0.007255 1.126997 1.048849 1.002196 1.007572 1.000001 1.000001
482.500000 452.198273 0.414275 1.352984 1.067498 0.010588 0.006445 22.899610 1.003882 0.624691 6.650579 0.018459 0.102241 7.121947 0.533526 0.062889 1.233348 0.000568 0.007135 1.134351 1.049044 1.002165 1.007914 1.000001 1.000001
483.000000 479.174617 0.414157 1.363681 1.128315 0.010773 0.006342 23.439028 0.999170 0.613247 6.966676 0.018261 0.099257 7.217706 0.533050 0.061716 1.303164 0.000565 0.007019 1.141922 1.049240 1.002134 1.008287 1.000001 1.000001
483.500000 507.517330 0.414095 1.374901 1.194390 0.010962 0.006242 23.972882 0.994644 0.602205 7.309170 0.018066 0.096391 7.309221 0.532652 0.060582 1.379006 0.000561 0.006907 1.149642 1.049434 1.002103 1.008691 1.000001 1.000000
484.000000 536.467582 0.414057 1.386477 1.265767 0.011154 0.006145 24.467673 0.990214 0.591487 7.677476 0.017876 0.093630 7.389165 0.532286 0.059480 1.460919 0.000558 0.006798 1.157436 1.049625 1.002073 1.009124 1.000001 1.000000
484.500000 565.122550 0.414017 1.398225 1.342161 0.011349 0.006050 24.891145 0.985820 0.581061 8.069247 0.017688 0.090967 7.451168 0.531918 0.058408 1.548570 0.000555 0.006691 1.165167 1.049811 1.002044 1.009584 1.000001 1.000000
485.000000 592.833538 0.413962 1.410128 1.423633 0.011547 0.005957 25.222226 0.981420 0.570889 8.483980 0.017503 0.088394 7.491622 0.531530 0.057362 1.642021 0.000552 0.006587 1.172723 1.049992 1.002016 1.010071 1.000001 1.000000
485.500000 619.212821 0.413892 1.422146 1.510372 0.011747 0.005867 25.454576 0.977021 0.560966 8.922227 0.017321 0.085908 7.510387 0.531123 0.056343 1.741487 0.000548 0.006486 1.180002 1.050167 1.001987 1.010585 1.000001 1.000000
486.000000 644.501116 0.413825 1.434409 1.603197 0.011951 0.005778 25.602891 0.972663 0.551305 9.388060 0.017141 0.083507 7.511544 0.530722 0.055350 1.847906 0.000545 0.006387 1.186971 1.050337 1.001960 1.011130 1.000001 1.000000
486.500000 668.755100 0.413771 1.446994 1.702804 0.012158 0.005692 25.674439 0.968363 0.541904 9.884680 0.016964 0.081188 7.497480 0.530337 0.054384 1.962073 0.000542 0.006290 1.193591 1.050505 1.001932 1.011711 1.000001 1.000000
487.000000 692.093352 0.413737 1.460012 1.810033 0.012370 0.005608 25.677122 0.964133 0.532760 10.415883 0.016791 0.078945 7.470570 0.529979 0.053444 2.084949 0.000539 0.006196 1.199835 1.050669 1.001906 1.012331 1.000001 1.000000
487.500000 714.655613 0.413732 1.473522 1.925935 0.012587 0.005526 25.619639 0.959989 0.523868 10.986628 0.016620 0.076776 7.433274 0.529660 0.052528 2.217736 0.000536 0.006104 1.205695 1.050832 1.001879 1.012997 1.000001 1.000000
488.000000 736.771814 0.413768 1.487590 2.051709 0.012810 0.005446 25.516444 0.955962 0.515239 11.602679 0.016452 0.074681 7.389008 0.529394 0.051639 2.361805 0.000533 0.006014 1.211172 1.050993 1.001854 1.013714 1.000001 1.000000
488.500000 758.738914 0.413851 1.502357 2.189192 0.013039 0.005368 25.376283 0.952059 0.506858 12.272753 0.016287 0.072653 7.339855 0.529192 0.050773 2.519260 0.000530 0.005927 1.216287 1.051155 1.001828 1.014494 1.000001 1.000000
489.000000 780.659957 0.413986 1.517869 2.339679 0.013274 0.005292 25.204253 0.948288 0.498731 13.002553 0.016126 0.070692 7.287245 0.529058 0.049932 2.691580 0.000527 0.005842 1.221025 1.051316 1.001803 1.015342 1.000001 1.000000
489.500000 802.630228 0.414176 1.534189 2.505068 0.013517 0.005218 25.003485 0.944649 0.490844 13.800685 0.015967 0.068794 7.232166 0.528995 0.049114 2.880933 0.000524 0.005759 1.225387 1.051479 1.001779 1.016269 1.000001 1.000000
490.000000 824.631774 0.414419 1.551303 2.687092 0.013768 0.005146 24.775717 0.941145 0.483192 14.674786 0.015811 0.066958 7.175373 0.529003 0.048319 3.089298 0.000521 0.005678 1.229367 1.051641 1.001755 1.017283 1.000001 1.000000
490.500000 846.702262 0.414716 1.569246 2.887655 0.014026 0.005076 24.523374 0.937776 0.475773 15.633044 0.015658 0.065182 7.117718 0.529082 0.047545 3.318847 0.000518 0.005599 1.232959 1.051804 1.001732 1.018393 1.000001 1.000000
491.000000 868.938698 0.415069 1.588125 3.109290 0.014292 0.005007 24.248333 0.934537 0.468577 16.686379 0.015508 0.063462 7.059913 0.529235 0.046793 3.572471 0.000516 0.005522 1.236166 1.051968 1.001708 1.019612 1.000001 1.000000
491.500000 891.469914 0.415479 1.607956 3.354895 0.014567 0.004941 23.955153 0.931436 0.461602 17.847660 0.015361 0.061798 7.003145 0.529464 0.046062 3.853482 0.000513 0.005448 1.238999 1.052132 1.001686 1.020955 1.000001 1.000000
492.000000 914.274439 0.415946 1.628728 3.627226 0.014851 0.004876 23.644836 0.928472 0.454844 19.128518 0.015217 0.060188 6.947969 0.529767 0.045351 4.165019 0.000510 0.005375 1.241465 1.052297 1.001663 1.022434 1.000001 1.000000
492.500000 937.382550 0.416469 1.650524 3.929909 0.015143 0.004812 23.317493 0.925638 0.448291 20.544285 0.015075 0.058629 6.894800 0.530144 0.044660 4.511219 0.000508 0.005304 1.243572 1.052462 1.001642 1.024067 1.000001 1.000000
493.000000 960.611160 0.417043 1.673372 4.265500 0.015445 0.004750 22.970230 0.922921 0.441932 22.104277 0.014936 0.057119 6.843633 0.530589 0.043987 4.894989 0.000505 0.005235 1.245319 1.052628 1.001620 1.025864 1.000001 1.000000
493.500000 983.631706 0.417663 1.697261 4.635447 0.015756 0.004690 22.598692 0.920304 0.435759 23.811776 0.014799 0.055655 6.794292 0.531093 0.043332 5.317959 0.000503 0.005167 1.246704 1.052794 1.001599 1.027829 1.000001 1.000000
494.000000 1006.024737 0.418319 1.722091 5.039843 0.016077 0.004631 22.199392 0.917776 0.429758 25.663302 0.014665 0.054237 6.746747 0.531647 0.042693 5.780202 0.000500 0.005101 1.247747 1.052959 1.001578 1.029957 1.000001 1.000000
494.500000 1027.449621 0.419008 1.747899 5.477067 0.016407 0.004574 21.769249 0.915319 0.423917 27.646225 0.014532 0.052861 6.701072 0.532242 0.042071 6.279829 0.000498 0.005037 1.248468 1.053123 1.001558 1.032232 1.000001 1.000000
495.000000 1047.507007 0.419721 1.774652 5.941711 0.016746 0.004517 21.306699 0.912917 0.418230 29.729684 0.014402 0.051527 6.657516 0.532870 0.041463 6.810616 0.000495 0.004974 1.248901 1.053285 1.001537 1.034618 1.000001 1.000000
495.500000 1065.562321 0.420451 1.802358 6.422880 0.017095 0.004462 20.806162 0.910544 0.412680 31.855948 0.014273 0.050230 6.615739 0.533519 0.040870 7.360051 0.000493 0.004913 1.249085 1.053445 1.001518 1.037048 1.000001 1.000000
