#WL |a|^2+|d|^2_ln00 |b|^2+|c|^2_ln00 |a|^2+|d|^2_ln01 |b|^2+|c|^2_ln01 |a|^2+|d|^2_ln02 |b|^2+|c|^2_ln02 |a|^2+|d|^2_ln10 |b|^2+|c|^2_ln10 |a|^2+|d|^2_ln11 |b|^2+|c|^2_ln11 |a|^2+|d|^2_ln12 |b|^2+|c|^2_ln12 |a|^2+|d|^2_ln20 |b|^2+|c|^2_ln20 |a|^2+|d|^2_ln21 |b|^2+|c|^2_ln21 |a|^2+|d|^2_ln22 |b|^2+|c|^2_ln22 |a|^2+|d|^2_ln30 |b|^2+|c|^2_ln30 |a|^2+|d|^2_ln31 |b|^2+|c|^2_ln31 |a|^2+|d|^2_ln32 |b|^2+|c|^2_ln32 
# |a|+|d|400.000000 0.317299 0.388654 0.027069 0.242066 0.003778 0.009534 1.387456 2.920166 1.554898 15.272500 2.124936 4.960141 1.323252 0.626370 0.102308 0.319801 0.012231 0.011560 1.468645 1.151240 1.008374 1.001136 1.000014 1.000006
496.000000 1081.307971 0.421190 1.830841 6.905355 0.017453 0.004409 20.272434 0.908201 0.407266 33.949618 0.014146 0.048974 6.576596 0.534182 0.040290 7.910692 0.000490 0.004852 1.249094 1.053601 1.001498 1.039434 1.000001 1.000000
496.500000 1094.642396 0.421939 1.860174 7.371737 0.017819 0.004356 19.709210 0.905883 0.401983 35.925902 0.014021 0.047754 6.540767 0.534857 0.039724 8.442614 0.000488 0.004793 1.249002 1.053754 1.001479 1.041677 1.000001 1.000000
497.000000 1105.976527 0.422705 1.890514 7.807437 0.018196 0.004304 19.126034 0.903601 0.396829 37.716492 0.013898 0.046569 6.509671 0.535557 0.039172 8.939135 0.000486 0.004736 1.248891 1.053905 1.001460 1.043699 1.000001 1.000000
497.500000 1115.884560 0.423499 1.922008 8.199483 0.018584 0.004254 18.533697 0.901375 0.391808 39.263632 0.013777 0.045419 6.484801 0.536292 0.038632 9.385440 0.000483 0.004679 1.248837 1.054055 1.001442 1.045433 1.000001 1.000000
498.000000 1125.119379 0.424331 1.954678 8.539740 0.018983 0.004205 17.945256 0.899241 0.386933 40.535795 0.013657 0.044306 6.467804 0.537078 0.038107 9.772268 0.000481 0.004624 1.248911 1.054203 1.001423 1.046844 1.000001 1.000000
498.500000 1134.319784 0.425211 1.988755 8.822501 0.019395 0.004157 17.367433 0.897214 0.382204 41.512635 0.013540 0.043226 6.459739 0.537927 0.037595 10.093141 0.000479 0.004571 1.249157 1.054352 1.001406 1.047909 1.000001 1.000000
499.000000 1144.144900 0.426148 2.024446 9.046159 0.019820 0.004110 16.806334 0.895313 0.377629 42.194103 0.013425 0.042180 6.461666 0.538853 0.037096 10.346282 0.000477 0.004518 1.249605 1.054501 1.001388 1.048630 1.000001 1.000000
499.500000 1155.743950 0.427163 2.062091 9.222382 0.020261 0.004064 16.270177 0.893574 0.373213 42.641386 0.013312 0.041166 6.475411 0.539879 0.036612 10.545086 0.000475 0.004467 1.250284 1.054654 1.001371 1.049077 1.000001 1.000000
500.000000 1169.515683 0.428256 2.101671 9.352228 0.020717 0.004020 15.761755 0.892013 0.368963 42.866678 0.013202 0.040186 6.501654 0.541009 0.036141 10.690811 0.000473 0.004418 1.251213 1.054809 1.001354 1.049265 1.000001 1.000000
500.500000 1185.681445 0.429432 2.143440 9.434268 0.021190 0.003976 15.278189 0.890628 0.364871 42.868416 0.013094 0.039237 6.540820 0.542247 0.035683 10.781863 0.000470 0.004370 1.252413 1.054967 1.001337 1.049193 1.000001 1.000000
501.000000 1203.548762 0.430683 2.187465 9.450410 0.021681 0.003934 14.810328 0.889391 0.360919 42.570024 0.012989 0.038315 6.592051 0.543582 0.035236 10.797602 0.000468 0.004322 1.253934 1.055128 1.001320 1.048776 1.000001 1.000000
501.500000 1222.143357 0.431989 2.233563 9.381601 0.022190 0.003893 14.351172 0.888268 0.357094 41.894775 0.012885 0.037421 6.653979 0.544988 0.034800 10.716326 0.000466 0.004276 1.255830 1.055292 1.001304 1.047928 1.000001 1.000000
502.000000 1239.996063 0.433334 2.281491 9.206523 0.022715 0.003852 13.891829 0.887222 0.353370 40.758022 0.012783 0.036551 6.724397 0.546444 0.034373 10.513748 0.000464 0.004231 1.258198 1.055456 1.001288 1.046554 1.000001 1.000000
502.500000 1255.913062 0.434705 2.331219 8.919447 0.023257 0.003812 13.426359 0.886219 0.349730 39.145896 0.012683 0.035704 6.801415 0.547931 0.033955 10.183407 0.000462 0.004186 1.261127 1.055620 1.001273 1.044641 1.000001 1.000000
503.000000 1268.611713 0.436087 2.382602 8.526197 0.023815 0.003773 12.951230 0.885224 0.346158 37.096100 0.012584 0.034878 6.882617 0.549430 0.033543 9.732043 0.000460 0.004143 1.264702 1.055783 1.001257 1.042235 1.000001 1.000000
503.500000 1275.952890 0.437458 2.435301 8.032402 0.024390 0.003735 12.460418 0.884188 0.342628 34.644254 0.012487 0.034071 6.963529 0.550912 0.033138 9.166159 0.000458 0.004099 1.269028 1.055944 1.001242 1.039380 1.000001 1.000000
504.000000 1276.989047 0.438809 2.489021 7.469364 0.024979 0.003696 11.957054 0.883096 0.339129 31.935660 0.012390 0.033282 7.040853 0.552363 0.032738 8.521547 0.000457 0.004057 1.274151 1.056101 1.001227 1.036242 1.000001 1.000000
504.500000 1271.049473 0.440135 2.543724 6.869532 0.025584 0.003659 11.444096 0.881933 0.335652 29.114660 0.012294 0.032510 7.111335 0.553777 0.032343 7.835275 0.000455 0.004015 1.280086 1.056255 1.001212 1.032987 1.000001 1.000000
505.000000 1259.048328 0.441446 2.599595 6.272466 0.026206 0.003621 10.931274 0.880720 0.332205 26.351288 0.012200 0.031756 7.174321 0.555168 0.031953 7.152493 0.000453 0.003973 1.286773 1.056405 1.001197 1.029807 1.000001 1.000000
505.500000 1242.375459 0.442754 2.656708 5.707131 0.026845 0.003585 10.429243 0.879495 0.328802 23.766145 0.012106 0.031020 7.230075 0.556554 0.031570 6.506222 0.000451 0.003932 1.294117 1.056553 1.001183 1.026839 1.000001 1.000000
506.000000 1223.359316 0.444088 2.715517 5.193703 0.027502 0.003548 9.948639 0.878321 0.325469 21.438888 0.012014 0.030305 7.281740 0.557970 0.031194 5.919437 0.000449 0.003892 1.302018 1.056701 1.001168 1.024170 1.000001 1.000000
506.500000 1203.585849 0.445468 2.776556 4.737258 0.028180 0.003513 9.494287 0.877238 0.322222 19.384003 0.011924 0.029610 7.331925 0.559444 0.030827 5.397878 0.000447 0.003852 1.310410 1.056850 1.001154 1.021815 1.000001 1.000000
507.000000 1184.544348 0.446914 2.840416 4.337389 0.028882 0.003478 9.069274 0.876288 0.319079 17.593193 0.011836 0.028935 7.383876 0.561003 0.030468 4.941036 0.000446 0.003814 1.319254 1.057001 1.001140 1.019765 1.000001 1.000000
507.500000 1168.435614 0.448456 2.907758 3.993948 0.029610 0.003445 8.678199 0.875537 0.316070 16.059879 0.011750 0.028283 7.443513 0.562685 0.030118 4.548698 0.000444 0.003776 1.328531 1.057158 1.001127 1.018009 1.000001 1.000000
508.000000 1156.293515 0.450113 2.979258 3.699688 0.030368 0.003412 8.320093 0.875029 0.313208 14.748723 0.011666 0.027652 7.514843 0.564516 0.029779 4.212561 0.000442 0.003740 1.338299 1.057321 1.001113 1.016507 1.000001 1.000000
508.500000 1149.013785 0.451899 3.055592 3.448261 0.031157 0.003380 7.993343 0.874786 0.310510 13.629178 0.011585 0.027043 7.602013 0.566514 0.029450 3.925358 0.000441 0.003704 1.348628 1.057491 1.001100 1.015223 1.000001 1.000000
509.000000 1146.076649 0.453812 3.137243 3.229675 0.031982 0.003349 7.692429 0.874799 0.307967 12.657004 0.011507 0.026454 7.705298 0.568676 0.029130 3.675680 0.000439 0.003670 1.359629 1.057670 1.001087 1.014107 1.000001 1.000000
509.500000 1146.749641 0.455833 3.223903 3.037213 0.032838 0.003319 7.414205 0.875039 0.305571 11.802868 0.011431 0.025885 7.823218 0.570977 0.028819 3.455854 0.000437 0.003636 1.371319 1.057854 1.001074 1.013127 1.000001 1.000000
510.000000 1148.849055 0.457936 3.315293 2.861809 0.033726 0.003289 7.152192 0.875446 0.303288 11.028543 0.011356 0.025334 7.949395 0.573384 0.028516 3.255542 0.000436 0.003603 1.383719 1.058042 1.001062 1.012238 1.000001 1.000000
510.500000 1151.008921 0.460101 3.411149 2.699430 0.034644 0.003260 6.903517 0.875972 0.301098 10.316614 0.011284 0.024799 8.079073 0.575867 0.028219 3.070137 0.000434 0.003571 1.396775 1.058233 1.001049 1.011422 1.000001 1.000000
511.000000 1151.881281 0.462308 3.511188 2.547159 0.035592 0.003232 6.666209 0.876578 0.298981 9.654449 0.011212 0.024279 8.206876 0.578404 0.027928 2.896315 0.000433 0.003539 1.410394 1.058425 1.001037 1.010664 1.000001 1.000000
511.500000 1149.721575 0.464533 3.614737 2.402550 0.036568 0.003204 6.438906 0.877216 0.296911 9.031642 0.011142 0.023773 8.324905 0.580960 0.027642 2.731280 0.000431 0.003508 1.424379 1.058616 1.001025 1.009952 1.000001 1.000000
512.000000 1143.224821 0.466752 3.720879 2.264793 0.037565 0.003176 6.221883 0.877845 0.294868 8.444390 0.011073 0.023280 8.425770 0.583506 0.027360 2.574107 0.000429 0.003477 1.438446 1.058804 1.001013 1.009282 1.000001 1.000000
512.500000 1131.249619 0.468950 3.829182 2.133111 0.038585 0.003149 6.014912 0.878429 0.292830 7.888815 0.011004 0.022799 8.502504 0.586023 0.027083 2.423907 0.000428 0.003447 1.452305 1.058987 1.001002 1.008650 1.000001 1.000000
513.000000 1113.620456 0.471122 3.939292 2.007800 0.039626 0.003122 5.818931 0.878957 0.290789 7.365265 0.010936 0.022329 8.551459 0.588501 0.026808 2.281010 0.000426 0.003417 1.465688 1.059165 1.000990 1.008056 1.000000 1.000000
513.500000 1090.835898 0.473273 4.051093 1.889258 0.040689 0.003096 5.634874 0.879438 0.288741 6.874476 0.010869 0.021871 8.571896 0.590948 0.026538 2.145861 0.000425 0.003387 1.478399 1.059338 1.000979 1.007500 1.000000 1.000000
514.000000 1064.659575 0.475421 4.165008 1.778614 0.041775 0.003069 5.464025 0.879915 0.286703 6.419923 0.010803 0.021425 8.569334 0.593388 0.026271 2.019743 0.000423 0.003358 1.490420 1.059508 1.000967 1.006986 1.000000 1.000000
514.500000 1036.243096 0.477579 4.281629 1.675992 0.042888 0.003044 5.306316 0.880411 0.284685 6.001185 0.010737 0.020990 8.547761 0.595839 0.026009 1.902787 0.000422 0.003329 1.501749 1.059676 1.000956 1.006513 1.000000 1.000000
515.000000 1006.565137 0.479761 4.401557 1.581186 0.044031 0.003018 5.161314 0.880950 0.282697 5.616703 0.010673 0.020566 8.511036 0.598317 0.025751 1.794755 0.000421 0.003301 1.512421 1.059844 1.000945 1.006079 1.000000 1.000000
515.500000 976.565784 0.481982 4.525361 1.493880 0.045206 0.002993 5.028492 0.881562 0.280749 5.264625 0.010610 0.020154 8.463357 0.600841 0.025498 1.695283 0.000419 0.003273 1.522513 1.060012 1.000935 1.005682 1.000000 1.000000
516.000000 947.195697 0.484255 4.653609 1.413844 0.046415 0.002969 4.907324 0.882278 0.278855 4.943503 0.010548 0.019754 8.409534 0.603429 0.025250 1.604104 0.000418 0.003246 1.532140 1.060182 1.000924 1.005320 1.000000 1.000000
516.500000 919.069663 0.486592 4.787387 1.340597 0.047662 0.002945 4.796844 0.883119 0.277028 4.650927 0.010488 0.019365 8.353534 0.606097 0.025006 1.520667 0.000416 0.003219 1.541440 1.060355 1.000913 1.004991 1.000000 1.000000
517.000000 892.582640 0.489010 4.927884 1.273529 0.048954 0.002921 4.696043 0.884111 0.275280 4.384109 0.010429 0.018987 8.298442 0.608866 0.024768 1.444276 0.000415 0.003193 1.550559 1.060533 1.000903 1.004691 1.000000 1.000000
517.500000 867.785710 0.491516 5.075835 1.211969 0.050293 0.002898 4.604023 0.885265 0.273615 4.140186 0.010372 0.018619 8.245350 0.611744 0.024535 1.374165 0.000414 0.003167 1.559558 1.060716 1.000893 1.004416 1.000000 1.000000
518.000000 844.160075 0.494095 5.230738 1.155187 0.051677 0.002875 4.520011 0.886559 0.272022 3.916210 0.010316 0.018262 8.191600 0.614712 0.024306 1.309501 0.000412 0.003142 1.568301 1.060903 1.000883 1.004164 1.000000 1.000000
518.500000 821.306699 0.496741 5.392932 1.102520 0.053107 0.002853 4.443092 0.887973 0.270492 3.709437 0.010262 0.017915 8.135387 0.617763 0.024081 1.249530 0.000411 0.003117 1.576708 1.061094 1.000873 1.003932 1.000000 1.000000
519.000000 798.925446 0.499452 5.562648 1.053428 0.054588 0.002831 4.372497 0.889497 0.269018 3.517644 0.010208 0.017577 8.075183 0.620892 0.023861 1.193636 0.000410 0.003092 1.584699 1.061287 1.000863 1.003716 1.000000 1.000000
519.500000 776.872618 0.502208 5.739111 1.007650 0.056112 0.002809 4.307835 0.891107 0.267590 3.339720 0.010156 0.017248 8.009940 0.624078 0.023644 1.141522 0.000408 0.003068 1.592156 1.061482 1.000853 1.003517 1.000000 1.000000
520.000000 754.794778 0.505017 5.922537 0.964614 0.057685 0.002788 4.248189 0.892802 0.266197 3.173394 0.010105 0.016927 7.937520 0.627325 0.023432 1.092535 0.000407 0.003045 1.598986 1.061679 1.000844 1.003330 1.000000 1.000000
520.500000 732.625838 0.507858 6.112219 0.924183 0.059302 0.002767 4.193197 0.894555 0.264828 3.018014 0.010055 0.016614 7.857342 0.630612 0.023222 1.046521 0.000406 0.003021 1.605080 1.061876 1.000834 1.003156 1.000000 1.000000
521.000000 710.215015 0.510731 6.308011 0.886048 0.060966 0.002746 4.142217 0.896352 0.263473 2.872293 0.010006 0.016309 7.768381 0.633934 0.023016 1.003125 0.000404 0.002998 1.610357 1.062073 1.000825 1.002993 1.000000 1.000000
521.500000 687.518637 0.513628 6.509357 0.850002 0.062675 0.002726 4.094708 0.898185 0.262119 2.735365 0.009957 0.016012 7.670166 0.637284 0.022814 0.962112 0.000403 0.002976 1.614746 1.062270 1.000816 1.002841 1.000000 1.000000
522.000000 664.915968 0.516556 6.716570 0.816009 0.064431 0.002706 4.050323 0.900067 0.260773 2.606962 0.009910 0.015721 7.565358 0.640669 0.022614 0.923440 0.000402 0.002954 1.618359 1.062466 1.000807 1.002698 1.000000 1.000000
522.500000 642.653640 0.519525 6.930961 0.783959 0.066240 0.002686 4.008682 0.902012 0.259442 2.486522 0.009863 0.015438 7.456139 0.644104 0.022418 0.886983 0.000401 0.002932 1.621319 1.062663 1.000798 1.002564 1.000000 1.000000
523.000000 620.952781 0.522543 7.153496 0.753773 0.068107 0.002667 3.969522 0.904031 0.258133 2.373638 0.009817 0.015161 7.344501 0.647597 0.022224 0.852651 0.000399 0.002910 1.623735 1.062861 1.000789 1.002438 1.000000 1.000000
523.500000 600.065425 0.525611 7.384983 0.725421 0.070034 0.002648 3.932708 0.906134 0.256856 2.268093 0.009772 0.014892 7.232717 0.651151 0.022035 0.820409 0.000398 0.002889 1.625731 1.063061 1.000780 1.002321 1.000000 1.000000
524.000000 580.071927 0.528750 7.627329 0.698719 0.072030 0.002629 3.897898 0.908350 0.255619 2.169135 0.009728 0.014629 7.121948 0.654792 0.021848 0.790046 0.000397 0.002868 1.627423 1.063265 1.000772 1.002212 1.000000 1.000000
524.500000 561.095922 0.531961 7.881937 0.673626 0.074100 0.002611 3.865065 0.910682 0.254433 2.076518 0.009685 0.014373 7.013732 0.658520 0.021665 0.761516 0.000396 0.002847 1.628906 1.063472 1.000763 1.002109 1.000000 1.000000
525.000000 543.182173 0.535255 8.151247 0.650028 0.076253 0.002592 3.834101 0.913146 0.253309 1.989746 0.009643 0.014123 6.909093 0.662351 0.021486 0.734689 0.000395 0.002827 1.630282 1.063684 1.000755 1.002013 1.000000 1.000000
525.500000 526.486615 0.538643 8.437992 0.627880 0.078497 0.002575 3.805035 0.915762 0.252268 1.908583 0.009602 0.013879 6.809880 0.666299 0.021309 0.709511 0.000394 0.002807 1.631695 1.063902 1.000747 1.001924 1.000000 1.000000
526.000000 510.864309 0.542132 8.743838 0.607014 0.080839 0.002557 3.777636 0.918541 0.251311 1.832405 0.009563 0.013642 6.715360 0.670371 0.021136 0.685793 0.000392 0.002788 1.633136 1.064127 1.000739 1.001840 1.000000 1.000000
526.500000 496.077281 0.545709 9.069301 0.587305 0.083282 0.002540 3.751749 0.921454 0.250426 1.760723 0.009525 0.013410 6.623974 0.674550 0.020966 0.663393 0.000391 0.002768 1.634499 1.064357 1.000731 1.001761 1.000000 1.000000
527.000000 481.894337 0.549369 9.414896 0.568599 0.085829 0.002523 3.727075 0.924489 0.249599 1.692966 0.009487 0.013183 6.534016 0.678831 0.020799 0.642135 0.000390 0.002750 1.635684 1.064592 1.000723 1.001686 1.000000 1.000000
527.500000 468.126289 0.553108 9.780769 0.550772 0.088486 0.002506 3.703325 0.927632 0.248815 1.628681 0.009451 0.012961 6.444004 0.683208 0.020635 0.621878 0.000389 0.002731 1.636588 1.064831 1.000715 1.001616 1.000000 1.000000
528.000000 454.625339 0.556908 10.164820 0.533749 0.091245 0.002490 3.680204 0.930859 0.248049 1.567601 0.009416 0.012744 6.352586 0.687658 0.020473 0.602538 0.000388 0.002713 1.637088 1.065074 1.000707 1.001549 1.000000 1.000000
528.500000 441.210333 0.560774 10.567805 0.517404 0.094120 0.002473 3.657415 0.934158 0.247280 1.509240 0.009381 0.012531 6.258358 0.692184 0.020313 0.583970 0.000387 0.002694 1.637095 1.065319 1.000700 1.001485 1.000000 1.000000
529.000000 427.846201 0.564688 10.986401 0.501707 0.097099 0.002457 3.634690 0.937512 0.246483 1.453500 0.009347 0.012323 6.160806 0.696767 0.020155 0.566140 0.000386 0.002677 1.636533 1.065566 1.000692 1.001424 1.000000 1.000000
529.500000 414.341838 0.568647 11.419568 0.486556 0.100198 0.002441 3.611733 0.940891 0.245624 1.399972 0.009314 0.012117 6.058351 0.701399 0.019999 0.548933 0.000385 0.002659 1.635278 1.065815 1.000685 1.001366 1.000000 1.000000
530.000000 400.734891 0.572634 11.860842 0.471938 0.103394 0.002426 3.588210 0.944287 0.244667 1.348643 0.009281 0.011916 5.950949 0.706060 0.019846 0.532335 0.000384 0.002641 1.633281 1.066063 1.000677 1.001310 1.000000 1.000000
530.500000 387.015708 0.576660 12.310274 0.457797 0.106707 0.002410 3.564016 0.947696 0.243594 1.299259 0.009248 0.011717 5.838725 0.710762 0.019693 0.516280 0.000383 0.002624 1.630559 1.066311 1.000670 1.001257 1.000000 1.000000
531.000000 373.336105 0.580714 12.765903 0.444169 0.110136 0.002395 3.539261 0.951109 0.242396 1.251906 0.009216 0.011522 5.723207 0.715495 0.019543 0.500809 0.000382 0.002607 1.627207 1.066558 1.000663 1.001206 1.000000 1.000000
531.500000 359.768756 0.584804 13.225873 0.431029 0.113687 0.002379 3.513890 0.954535 0.241061 1.206486 0.009185 0.011330 5.605169 0.720266 0.019394 0.485895 0.000381 0.002590 1.623288 1.066806 1.000656 1.001158 1.000000 1.000000
532.000000 346.537237 0.588907 13.686328 0.418452 0.117335 0.002364 3.488137 0.957964 0.239593 1.163235 0.009153 0.011143 5.486857 0.725050 0.019248 0.471621 0.000380 0.002573 1.618949 1.067051 1.000649 1.001111 1.000000 1.000000
532.500000 333.683519 0.593045 14.149127 0.406392 0.121103 0.002350 3.462074 0.961420 0.237996 1.121962 0.009123 0.010959 5.369030 0.729874 0.019104 0.457937 0.000379 0.002557 1.614289 1.067295 1.000642 1.001067 1.000000 1.000000
533.000000 321.291977 0.597209 14.612490 0.394864 0.124986 0.002335 3.435875 0.964896 0.236273 1.082689 0.009092 0.010779 5.252783 0.734726 0.018961 0.444858 0.000378 0.002541 1.609398 1.067537 1.000635 1.001026 1.000000 1.000000
533.500000 309.379283 0.601400 15.077485 0.383849 0.129002 0.002321 3.409713 0.968387 0.234426 1.045312 0.009062 0.010603 5.138682 0.739611 0.018821 0.432364 0.000377 0.002525 1.604341 1.067778 1.000628 1.000986 1.000000 1.000000
534.000000 298.040863 0.605609 15.540720 0.373363 0.133126 0.002306 3.383678 0.971903 0.232464 1.009887 0.009032 0.010431 5.027799 0.744517 0.018683 0.420470 0.000376 0.002509 1.599210 1.068017 1.000622 1.000948 1.000000 1.000000
534.500000 287.287393 0.609840 16.003356 0.363385 0.137368 0.002292 3.357917 0.975450 0.230401 0.976319 0.009002 0.010264 4.920600 0.749450 0.018547 0.409154 0.000375 0.002493 1.594070 1.068253 1.000615 1.000913 1.000000 1.000000
535.000000 277.099218 0.614097 16.467934 0.353889 0.141750 0.002279 3.332591 0.979026 0.228241 0.944484 0.008972 0.010100 4.817277 0.754416 0.018414 0.398386 0.000374 0.002478 1.588964 1.068487 1.000608 1.000879 1.000000 1.000000
535.500000 267.458394 0.618393 16.935201 0.344838 0.146282 0.002265 3.307684 0.982652 0.225993 0.914252 0.008943 0.009941 4.717838 0.759430 0.018282 0.388125 0.000373 0.002463 1.583923 1.068722 1.000602 1.000847 1.000000 1.000000
536.000000 258.348798 0.622729 17.405923 0.336214 0.150975 0.002252 3.283272 0.986329 0.223661 0.885543 0.008915 0.009785 4.622362 0.764494 0.018153 0.378348 0.000373 0.002448 1.578971 1.068956 1.000596 1.000817 1.000000 1.000000
536.500000 249.720409 0.627125 17.882068 0.327969 0.155855 0.002238 3.259314 0.990081 0.221247 0.858188 0.008887 0.009632 4.530517 0.769630 0.018026 0.369003 0.000372 0.002433 1.574113 1.069191 1.000590 1.000789 1.000000 1.000000
537.000000 241.552968 0.631587 18.364863 0.320083 0.160939 0.002225 3.235847 0.993915 0.218753 0.832110 0.008859 0.009482 4.442274 0.774848 0.017901 0.360066 0.000371 0.002419 1.569365 1.069429 1.000583 1.000761 1.000000 1.000000
537.500000 233.812690 0.636145 18.858635 0.312513 0.166264 0.002213 3.212803 0.997874 0.216188 0.807162 0.008832 0.009336 4.357398 0.780182 0.017777 0.351487 0.000370 0.002405 1.564741 1.069673 1.000577 1.000735 1.000000 1.000000
538.000000 226.485955 0.640796 19.366032 0.305257 0.171854 0.002200 3.190338 1.001945 0.213555 0.783315 0.008806 0.009192 4.275982 0.785629 0.017655 0.343265 0.000369 0.002391 1.560256 1.069922 1.000571 1.000710 1.000000 1.000000
538.500000 219.522135 0.645570 19.890289 0.298270 0.177757 0.002187 3.168349 1.006164 0.210846 0.760421 0.008782 0.009051 4.197567 0.791225 0.017536 0.335349 0.000368 0.002377 1.555899 1.070178 1.000565 1.000687 1.000000 1.000000
539.000000 212.903693 0.650476 20.434481 0.291540 0.184009 0.002175 3.146873 1.010544 0.208063 0.738428 0.008758 0.008912 4.122089 0.796982 0.017418 0.327724 0.000367 0.002363 1.551677 1.070444 1.000560 1.000664 1.000000 1.000000
539.500000 206.612852 0.655542 21.003950 0.285042 0.190659 0.002163 3.125883 1.015121 0.205209 0.717257 0.008735 0.008776 4.049430 0.802932 0.017301 0.320364 0.000366 0.002350 1.547600 1.070721 1.000554 1.000642 1.000000 1.000000
540.000000 200.624421 0.660742 21.593358 0.278781 0.197713 0.002151 3.105407 1.019858 0.202266 0.696915 0.008714 0.008642 3.979405 0.809043 0.017186 0.313272 0.000365 0.002336 1.543639 1.071007 1.000548 1.000621 1.000000 1.000000
540.500000 194.878316 0.666081 22.194781 0.272723 0.205198 0.002139 3.085245 1.024756 0.199199 0.677297 0.008693 0.008509 3.911322 0.815322 0.017073 0.306412 0.000364 0.002323 1.539737 1.071301 1.000542 1.000601 1.000000 1.000000
541.000000 189.342850 0.671551 22.799397 0.266858 0.213129 0.002128 3.065314 1.029797 0.195984 0.658363 0.008674 0.008379 3.844841 0.821757 0.016961 0.299769 0.000364 0.002310 1.535858 1.071604 1.000537 1.000581 1.000000 1.000000
541.500000 183.999159 0.677124 23.396148 0.261185 0.221512 0.002116 3.045609 1.034942 0.192603 0.640109 0.008655 0.008251 3.779808 0.828317 0.016851 0.293346 0.000363 0.002297 1.531977 1.071913 1.000531 1.000563 1.000000 1.000000
542.000000 178.828196 0.682790 23.968203 0.255691 0.230314 0.002105 3.025917 1.040188 0.189046 0.622507 0.008637 0.008126 3.715902 0.834987 0.016742 0.287126 0.000362 0.002285 1.528058 1.072225 1.000526 1.000545 1.000000 1.000000
542.500000 173.795981 0.688546 24.503282 0.250359 0.239568 0.002093 3.006182 1.045516 0.185294 0.605491 0.008619 0.008002 3.652788 0.841762 0.016634 0.281090 0.000361 0.002272 1.524073 1.072542 1.000520 1.000528 1.000000 1.000000
543.000000 168.893654 0.694370 24.985392 0.245188 0.249261 0.002082 2.986366 1.050895 0.181347 0.589055 0.008602 0.007880 3.590382 0.848617 0.016527 0.275237 0.000360 0.002260 1.520005 1.072860 1.000515 1.000511 1.000000 1.000000
543.500000 164.112153 0.700228 25.393048 0.240176 0.259335 0.002071 2.966372 1.056287 0.177214 0.573200 0.008585 0.007761 3.528554 0.855510 0.016422 0.269566 0.000360 0.002248 1.515830 1.073177 1.000510 1.000495 1.000000 1.000000
544.000000 159.420739 0.706129 25.711453 0.235302 0.269817 0.002061 2.946090 1.061689 0.172899 0.557844 0.008568 0.007644 3.466953 0.862451 0.016317 0.264050 0.000359 0.002236 1.511522 1.073493 1.000505 1.000480 1.000000 1.000000
544.500000 154.841935 0.712059 25.936730 0.230572 0.280690 0.002050 2.925626 1.067089 0.168451 0.543009 0.008551 0.007528 3.405924 0.869425 0.016214 0.258698 0.000358 0.002224 1.507116 1.073807 1.000499 1.000465 1.000000 1.000000
545.000000 150.397705 0.718037 26.075662 0.225985 0.291973 0.002039 2.905054 1.072521 0.163928 0.528688 0.008533 0.007415 3.345792 0.876452 0.016111 0.253509 0.000357 0.002212 1.502658 1.074120 1.000494 1.000451 1.000000 1.000000
545.500000 146.100933 0.724075 26.140515 0.221543 0.303754 0.002029 2.884598 1.077995 0.159370 0.514869 0.008516 0.007304 3.286894 0.883550 0.016010 0.248485 0.000357 0.002201 1.498195 1.074434 1.000489 1.000437 1.000000 1.000000
546.000000 141.967830 0.730203 26.146810 0.217241 0.316111 0.002018 2.864364 1.083558 0.154823 0.501536 0.008499 0.007194 3.229512 0.890756 0.015909 0.243619 0.000356 0.002189 1.493774 1.074752 1.000484 1.000424 1.000000 1.000000
546.500000 138.016680 0.736438 26.108773 0.213082 0.329094 0.002008 2.844466 1.089243 0.150331 0.488697 0.008483 0.007087 3.173956 0.898090 0.015810 0.238916 0.000355 0.002178 1.489438 1.075075 1.000479 1.000411 1.000000 1.000000
547.000000 134.241984 0.742818 26.041091 0.209057 0.342873 0.001998 2.825033 1.095091 0.145903 0.476308 0.008468 0.006982 3.120286 0.905597 0.015712 0.234365 0.000354 0.002166 1.485211 1.075406 1.000475 1.000399 1.000000 1.000000
547.500000 130.666226 0.749352 25.962690 0.205175 0.357548 0.001988 2.806250 1.101127 0.141567 0.464395 0.008453 0.006878 3.068903 0.913292 0.015616 0.229976 0.000354 0.002155 1.481143 1.075746 1.000470 1.000387 1.000000 1.000000
548.000000 127.284869 0.756088 25.888930 0.201427 0.373335 0.001978 2.788200 1.107411 0.137321 0.452921 0.008440 0.006777 3.019839 0.921232 0.015521 0.225739 0.000353 0.002145 1.477257 1.076100 1.000465 1.000376 1.000000 1.000000
548.500000 124.100571 0.763032 25.829554 0.197814 0.390387 0.001969 2.770986 1.113957 0.133167 0.441889 0.008428 0.006678 2.973217 0.929425 0.015427 0.221655 0.000352 0.002134 1.473571 1.076468 1.000460 1.000365 1.000000 1.000000
549.000000 121.111026 0.770209 25.793318 0.194332 0.408876 0.001959 2.754617 1.120807 0.129104 0.431286 0.008417 0.006580 2.929040 0.937901 0.015334 0.217719 0.000351 0.002123 1.470094 1.076852 1.000456 1.000354 1.000000 1.000000
