1.051000000000000000e+03 4.195040590907215400e-02 1.199247956754797206e-03 2.340548455643685834e-04 6.410537086990840434e-06 7.466345546453383736e-07 1.588689622285432725e-08 7.569837391410461080e-02
1.051003338898163520e+03 4.195106148216012215e-02 1.199221839317869210e-03 2.340506483013702667e-04 6.410376849467523062e-06 7.466175794254674061e-07 1.588641481731414487e-08 7.570121595747868193e-02
1.051006677796327267e+03 4.195171698634968249e-02 1.199195722499075880e-03 2.340464511363653678e-04 6.410216616402008801e-06 7.466006046520518349e-07 1.588593342781517503e-08 7.570405782100808612e-02
1.051010016694490787e+03 4.195237242163347979e-02 1.199169606298514362e-03 2.340422540693469207e-04 6.410056387792214798e-06 7.465836303250868955e-07 1.588545205435705705e-08 7.570689950465081530e-02
1.051013355592654534e+03 4.195302778800439475e-02 1.199143490716109844e-03 2.340380571003136516e-04 6.409896163638090230e-06 7.465666564445312952e-07 1.588497069690773605e-08 7.570974100836563858e-02
1.051016694490818054e+03 4.195368308545450314e-02 1.199117375751853438e-03 2.340338602292653435e-04 6.409735943941219049e-06 7.465496830104311971e-07 1.588448935553953407e-08 7.571258233210836908e-02
1.051020033388981574e+03 4.195433831397640811e-02 1.199091261405717604e-03 2.340296634561964671e-04 6.409575728699796228e-06 7.465327100227252972e-07 1.588400803018902953e-08 7.571542347583687382e-02
1.051023372287145321e+03 4.195499347356321934e-02 1.199065147677719255e-03 2.340254667811052063e-04 6.409415517915144831e-06 7.465157374813872317e-07 1.588352672086587397e-08 7.571826443951078234e-02
1.051026711185308841e+03 4.195564856420699873e-02 1.199039034567804616e-03 2.340212702039907208e-04 6.409255311587325847e-06 7.464987653864227181e-07 1.588304542757949063e-08 7.572110522308586611e-02
1.051030050083472361e+03 4.195630358590040493e-02 1.199012922076011850e-03 2.340170737248471018e-04 6.409095109714327570e-06 7.464817937378299563e-07 1.588256415033022692e-08 7.572394582652007544e-02
1.051033388981636108e+03 4.195695853863615904e-02 1.198986810202309515e-03 2.340128773436707984e-04 6.408934912295865399e-06 7.464648225355942292e-07 1.588208288911654099e-08 7.572678624977167983e-02
1.051036727879799628e+03 4.195761342240645481e-02 1.198960698946633643e-03 2.340086810604636810e-04 6.408774719333761301e-06 7.464478517796823966e-07 1.588160164392761330e-08 7.572962649279699199e-02
1.051040066777963375e+03 4.195826823720434640e-02 1.198934588308945854e-03 2.340044848752221717e-04 6.408614530827755237e-06 7.464308814700896940e-07 1.588112041477250976e-08 7.573246655555535001e-02
1.051043405676126895e+03 4.195892298302201368e-02 1.198908478289361290e-03 2.340002887879394941e-04 6.408454346775792305e-06 7.464139116068113568e-07 1.588063920165177962e-08 7.573530643800301110e-02
1.051046744574290415e+03 4.195957765985221244e-02 1.198882368887732933e-03 2.339960927986178710e-04 6.408294167179731742e-06 7.463969421898269503e-07 1.588015800456349720e-08 7.573814614009834190e-02
1.051050083472454162e+03 4.196023226768752501e-02 1.198856260104093525e-03 2.339918969072530197e-04 6.408133992039142409e-06 7.463799732191174164e-07 1.587967682350733494e-08 7.574098566179901515e-02
1.051053422370617682e+03 4.196088680652045738e-02 1.198830151938437430e-03 2.339877011138401426e-04 6.407973821352220125e-06 7.463630046946780962e-07 1.587919565847266852e-08 7.574382500306243993e-02
1.051056761268781202e+03 4.196154127634359188e-02 1.198804044390730603e-03 2.339835054183789958e-04 6.407813655120575101e-06 7.463460366164878140e-07 1.587871450946849106e-08 7.574666416384626122e-02
1.051060100166944949e+03 4.196219567714960796e-02 1.198777937460970659e-03 2.339793098208647545e-04 6.407653493342113470e-06 7.463290689845510167e-07 1.587823337649485880e-08 7.574950314410867913e-02
1.051063439065108469e+03 4.196285000893103245e-02 1.198751831149123554e-03 2.339751143212988012e-04 6.407493336020545237e-06 7.463121017988211176e-07 1.587775225955024973e-08 7.575234194380703334e-02
1.051066777963272216e+03 4.196350427168043379e-02 1.198725725455221597e-03 2.339709189196727875e-04 6.407333183151781773e-06 7.462951350593119867e-07 1.587727115863423373e-08 7.575518056289903823e-02
1.051070116861435736e+03 4.196415846539010980e-02 1.198699620379151815e-03 2.339667236159874181e-04 6.407173034735910324e-06 7.462781687660133537e-07 1.587679007373648757e-08 7.575801900134122857e-02
1.051073455759599256e+03 4.196481259005321179e-02 1.198673515920985764e-03 2.339625284102411751e-04 6.407012890776201284e-06 7.462612029188878435e-07 1.587630900487574523e-08 7.576085725909352531e-02
1.051076794657763003e+03 4.196546664566189189e-02 1.198647412080664464e-03 2.339583333024285020e-04 6.406852751268973446e-06 7.462442375179385264e-07 1.587582795203155552e-08 7.576369533611199136e-02
1.051080133555926523e+03 4.196612063220891975e-02 1.198621308858154088e-03 2.339541382925496428e-04 6.406692616215796365e-06 7.462272725631800137e-07 1.587534691524435763e-08 7.576653323235492399e-02
1.051083472454090042e+03 4.196677454968681525e-02 1.198595206253511231e-03 2.339499433805991221e-04 6.406532485616620063e-06 7.462103080545083322e-07 1.587486589443024235e-08 7.576937094777980164e-02
1.051086811352253790e+03 4.196742839808820236e-02 1.198569104266685370e-03 2.339457485665752054e-04 6.406372359471060836e-06 7.461933439919836213e-07 1.587438488966131008e-08 7.577220848234453299e-02
1.051090150250417310e+03 4.196808217740557317e-02 1.198543002897623161e-03 2.339415538504748297e-04 6.406212237777312809e-06 7.461763803755962459e-07 1.587390390091630225e-08 7.577504583600641608e-02
1.051093489148581057e+03 4.196873588763176677e-02 1.198516902146357348e-03 2.339373592322957995e-04 6.406052120536989580e-06 7.461594172053089365e-07 1.587342292819443470e-08 7.577788300872401184e-02
1.051096828046744577e+03 4.196938952875912954e-02 1.198490802012809652e-03 2.339331647120388466e-04 6.405892007751797074e-06 7.461424544810972351e-07 1.587294197149450969e-08 7.578072000045421586e-02
1.051100166944908096e+03 4.197004310078034095e-02 1.198464702497018019e-03 2.339289702896955956e-04 6.405731899417814374e-06 7.461254922029880350e-07 1.587246103082698276e-08 7.578355681115500619e-02
