1.051000000000000000e+03 6.924768974196461591e-02 9.701286309739175218e-03 7.504058806854502347e-04 5.418906942481118159e-05 4.511923315944126567e-06 1.927308632831237402e-07 1.239035421686755650e-01
1.051003338898163520e+03 6.924695080134712910e-02 9.701095184217732939e-03 7.503938265704995694e-04 5.418776325546267907e-05 4.511822662101565165e-06 1.927250858253176869e-07 1.239016417510859919e-01
1.051006677796327267e+03 6.924621187164939351e-02 9.700904063334559596e-03 7.503817726872831322e-04 5.418645712198447687e-05 4.511722010818822881e-06 1.927193085589679464e-07 1.238997413719889334e-01
1.051010016694490787e+03 6.924547295287143689e-02 9.700712947089653454e-03 7.503697190357872622e-04 5.418515102437038828e-05 4.511621362096003899e-06 1.927135314841717953e-07 1.238978410313843481e-01
1.051013355592654534e+03 6.924473404501296780e-02 9.700521835482828897e-03 7.503576656160031774e-04 5.418384496261395550e-05 4.511520715933019280e-06 1.927077546008247044e-07 1.238959407292708759e-01
1.051016694490818054e+03 6.924399514807381972e-02 9.700330728513988782e-03 7.503456124279303356e-04 5.418253893671906135e-05 4.511420072329762298e-06 1.927019779089643931e-07 1.238940404656476979e-01
1.051020033388981574e+03 6.924325626205379836e-02 9.700139626182968308e-03 7.503335594715683033e-04 5.418123294668994775e-05 4.511319431286079641e-06 1.926962014085817029e-07 1.238921402405138983e-01
1.051023372287145321e+03 6.924251738695262615e-02 9.699948528489625230e-03 7.503215067469003836e-04 5.417992699251437678e-05 4.511218792802006036e-06 1.926904250996234295e-07 1.238902400538682974e-01
1.051026711185308841e+03 6.924177852276998391e-02 9.699757435433786074e-03 7.503094542539362260e-04 5.417862107420237731e-05 4.511118156877539791e-06 1.926846489822797847e-07 1.238883399057094520e-01
1.051030050083472361e+03 6.924103966950596878e-02 9.699566347015405737e-03 7.502974019926611938e-04 5.417731519174695624e-05 4.511017523512401383e-06 1.926788730562902795e-07 1.238864397960373481e-01
1.051033388981636108e+03 6.924030082716012280e-02 9.699375263234296871e-03 7.502853499630683480e-04 5.417600934514669732e-05 4.510916892706518815e-06 1.926730973216485611e-07 1.238845397248503899e-01
1.051036727879799628e+03 6.923956199573229331e-02 9.699184184090256511e-03 7.502732981651536771e-04 5.417470353439610500e-05 4.510816264460194478e-06 1.926673217786054837e-07 1.238826396921474671e-01
1.051040066777963375e+03 6.923882317522228602e-02 9.698993109583279454e-03 7.502612465989198917e-04 5.417339775950805419e-05 4.510715638772856624e-06 1.926615464269367157e-07 1.238807396979279829e-01
1.051043405676126895e+03 6.923808436562990665e-02 9.698802039713171411e-03 7.502491952643504033e-04 5.417209202046718988e-05 4.510615015644863549e-06 1.926557712667996731e-07 1.238788397421907161e-01
1.051046744574290415e+03 6.923734556695496090e-02 9.698610974479753705e-03 7.502371441614469469e-04 5.417078631727698150e-05 4.510514395075761243e-06 1.926499962978822506e-07 1.238769398249348619e-01
1.051050083472454162e+03 6.923660677919710182e-02 9.698419913882934396e-03 7.502250932902043180e-04 5.416948064994080365e-05 4.510413777065722500e-06 1.926442215205197939e-07 1.238750399461589630e-01
1.051053422370617682e+03 6.923586800235631555e-02 9.698228857922576440e-03 7.502130426506163369e-04 5.416817501845337760e-05 4.510313161614686335e-06 1.926384469346138353e-07 1.238731401058625753e-01
1.051056761268781202e+03 6.923512923643232453e-02 9.698037806598553204e-03 7.502009922426741131e-04 5.416686942281240621e-05 4.510212548722403719e-06 1.926326725400025123e-07 1.238712403040446719e-01
1.051060100166944949e+03 6.923439048142483732e-02 9.697846759910684275e-03 7.501889420663791644e-04 5.416556386302234148e-05 4.510111938388828912e-06 1.926268983367728045e-07 1.238693405407038511e-01
1.051063439065108469e+03 6.923365173733370126e-02 9.697655717858867305e-03 7.501768921217175047e-04 5.416425833907148759e-05 4.510011330614275318e-06 1.926211243251311231e-07 1.238674408158393497e-01
1.051066777963272216e+03 6.923291300415874983e-02 9.697464680442951374e-03 7.501648424086958559e-04 5.416295285097406790e-05 4.509910725397985688e-06 1.926153505046520725e-07 1.238655411294503211e-01
1.051070116861435736e+03 6.923217428189969158e-02 9.697273647662802906e-03 7.501527929272981720e-04 5.416164739871388037e-05 4.509810122740425044e-06 1.926095768755936800e-07 1.238636414815354470e-01
1.051073455759599256e+03 6.923143557055645714e-02 9.697082619518343841e-03 7.501407436775230433e-04 5.416034198229935468e-05 4.509709522641370615e-06 1.926038034379883976e-07 1.238617418720942831e-01
1.051076794657763003e+03 6.923069687012856077e-02 9.696891596009293152e-03 7.501286946593667838e-04 5.415903660172443284e-05 4.509608925100610644e-06 1.925980301915815065e-07 1.238598423011249422e-01
1.051080133555926523e+03 6.922995818061611351e-02 9.696700577135695942e-03 7.501166458728238638e-04 5.415773125699304509e-05 4.509508330118322160e-06 1.925922571367144405e-07 1.238579427686273687e-01
1.051083472454090042e+03 6.922921950201874064e-02 9.696509562897276391e-03 7.501045973178877783e-04 5.415642594809872687e-05 4.509407737694234961e-06 1.925864842730844382e-07 1.238560432746001194e-01
1.051086811352253790e+03 6.922848083433615074e-02 9.696318553293913067e-03 7.500925489945557082e-04 5.415512067504542874e-05 4.509307147828377845e-06 1.925807116008751999e-07 1.238541438190419869e-01
1.051090150250417310e+03 6.922774217756838544e-02 9.696127548325574746e-03 7.500805009028169200e-04 5.415381543782665227e-05 4.509206560520609357e-06 1.925749391199353714e-07 1.238522444019526658e-01
1.051093489148581057e+03 6.922700353171500065e-02 9.695936547991999485e-03 7.500684530426736905e-04 5.415251023644644966e-05 4.509105975770731292e-06 1.925691668302009223e-07 1.238503450233305464e-01
1.051096828046744577e+03 6.922626489677585759e-02 9.695745552293100547e-03 7.500564054141149609e-04 5.415120507089861386e-05 4.509005393579068911e-06 1.925633947319736875e-07 1.238484456831747127e-01
1.051100166944908096e+03 6.922552627275074810e-02 9.695554561228747828e-03 7.500443580171391048e-04 5.414989994118677016e-05 4.508904813945249519e-06 1.925576228250386529e-07 1.238465463814842765e-01
1.051103505843071844e+03 6.922478765963954728e-02 9.695363574798849388e-03 7.500323108517361476e-04 5.414859484730463019e-05 4.508804236869179095e-06 1.925518511092907866e-07 1.238446471182585856e-01
1.051106844741235363e+03 6.922404905744192205e-02 9.695172593003167569e-03 7.500202639179063061e-04 5.414728978925636814e-05 4.508703662351017729e-06 1.925460795850212560e-07 1.238427478934960579e-01
1.051110183639399111e+03 6.922331046615777528e-02 9.694981615841652065e-03 7.500082172156427498e-04 5.414598476704010019e-05 4.508603090390326657e-06 1.925403082518690398e-07 1.238408487071962633e-01
1.051113522537562631e+03 6.922257188578671838e-02 9.694790643314101647e-03 7.499961707449388651e-04 5.414467978065045278e-05 4.508502520987390483e-06 1.925345371100850187e-07 1.238389495593574668e-01
1.051116861435726150e+03 6.922183331632879300e-02 9.694599675420450396e-03 7.499841245057918332e-04 5.414337483009061075e-05 4.508401954141939850e-06 1.925287661595566695e-07 1.238370504499796271e-01
1.051120200333889898e+03 6.922109475778356891e-02 9.694408712160510963e-03 7.499720784981898361e-04 5.414206991535423829e-05 4.508301389853929019e-06 1.925229954002250970e-07 1.238351513790610509e-01
1.051123539232053417e+03 6.922035621015101836e-02 9.694217753534198345e-03 7.499600327221402464e-04 5.414076503645090348e-05 4.508200828123282603e-06 1.925172248322313058e-07 1.238332523466011970e-01
1.051126878130216937e+03 6.921961767343076666e-02 9.694026799541293968e-03 7.499479871776258254e-04 5.413946019336832096e-05 4.508100268950142057e-06 1.925114544556218297e-07 1.238313533525985943e-01
1.051130217028380684e+03 6.921887914762263339e-02 9.693835850181711095e-03 7.499359418646475489e-04 5.413815538611091563e-05 4.507999712334042360e-06 1.925056842700850135e-07 1.238294543970523687e-01
1.051133555926544204e+03 6.921814063272653528e-02 9.693644905455290131e-03 7.499238967831957673e-04 5.413685061467218905e-05 4.507899158275213057e-06 1.924999142758181630e-07 1.238275554799619510e-01
1.051136894824707952e+03 6.921740212874212539e-02 9.693453965361942606e-03 7.499118519332735166e-04 5.413554587906166865e-05 4.507798606773348371e-06 1.924941444727562683e-07 1.238256566013259674e-01
