#       x [cm]         y [cm]         z [cm]     ExRe [V/m]     EyRe [V/m]     EzRe [V/m]     ExIm [V/m]     EyIm [V/m]     EzIm [V/m]  
#------------------------------------------------------------------------------------------------------------------------------------------
            0        2.72279        3.11176       0.290813    1.92865e-05    0.000119171       0.920406    0.000135436    4.14818e-05
            0        1.94485        3.11176       0.157786    5.95245e-05    0.000126678       0.886628    0.000124756    0.000211491
            0        1.16691        3.11176        -0.3332   -4.81707e-05   -0.000163967      -0.171981   -4.30936e-05   -5.59219e-05
            0       0.388971        3.11176       0.159316    -0.00012466   -0.000435067      -0.209012    0.000129931    0.000498186
            0      -0.388971        3.11176       0.159316     0.00012466   -0.000435067      -0.209012   -0.000129931    0.000498186
            0       -1.16691        3.11176        -0.3332    4.81707e-05   -0.000163967      -0.171981    4.30936e-05   -5.59219e-05
            0       -1.94485        3.11176       0.157786   -5.95245e-05    0.000126678       0.886628   -0.000124756    0.000211491
            0       -2.72279        3.11176       0.290813   -1.92865e-05    0.000119171       0.920406   -0.000135436    4.14818e-05
            0       -3.50073        3.11176       0.413928    0.000168845    7.48972e-05       0.766008    0.000129448     6.4107e-05
            0       -4.27868        3.11176       0.359603   -1.08116e-05    7.58216e-06       0.720489   -1.91287e-05    1.66957e-05
            0       -5.05662        3.11176       0.306392   -4.47668e-05   -4.25556e-05       0.837491   -0.000227751   -0.000127952
            0       -5.83456        3.11176       0.385606   -3.37208e-06   -7.19104e-05       0.962777   -2.76732e-06    8.52997e-05
            0        -6.6125        3.11176       0.515255   -0.000317705    0.000265052       0.956705   -0.000697343   -5.18672e-05
            0         6.6125        2.33382      -0.674316   -0.000778624     0.00108099       0.751938    0.000422013   -0.000644568
            0        5.83456        2.33382      -0.789605     7.4191e-05   -0.000197655       0.755015   -8.09402e-05    0.000148875
            0        5.05662        2.33382      -0.848348   -5.45128e-05    6.38484e-05       0.599412    1.79938e-05   -0.000104902
            0        4.27868        2.33382       -0.73451    0.000237592    6.28782e-05        0.42698   -0.000367997     0.00013082
            0        3.50073        2.33382      -0.571868    4.86583e-05   -8.37966e-05       0.399934    1.19559e-05    5.58679e-05
            0        2.72279        2.33382      -0.654824    5.37092e-05    3.66261e-05       0.525313   -4.42768e-05   -3.17923e-05
            0        1.94485        2.33382       0.046139    7.17771e-05    0.000148855        1.55619     0.00224381      0.0027676
            0        1.16691        2.33382              0              0              0              0              0              0
            0       0.388971        2.33382              0              0              0              0              0              0
            0      -0.388971        2.33382              0              0              0              0              0              0
            0       -1.16691        2.33382              0              0              0              0              0              0
            0       -1.94485        2.33382       0.046139   -7.17771e-05    0.000148855        1.55619    -0.00224381      0.0027676
            0       -2.72279        2.33382      -0.654824   -5.37092e-05    3.66261e-05       0.525313    4.42768e-05   -3.17923e-05
            0       -3.50073        2.33382      -0.571868   -4.86583e-05   -8.37966e-05       0.399934   -1.19559e-05    5.58679e-05
            0       -4.27868        2.33382       -0.73451   -0.000237592    6.28782e-05        0.42698    0.000367997     0.00013082
            0       -5.05662        2.33382      -0.848348    5.45128e-05    6.38484e-05       0.599412   -1.79938e-05   -0.000104902
            0       -5.83456        2.33382      -0.789605    -7.4191e-05   -0.000197655       0.755015    8.09402e-05    0.000148875
            0        -6.6125        2.33382      -0.674316    0.000778624     0.00108099       0.751938   -0.000422013   -0.000644568
            0         6.6125        1.55588      -0.771365   -1.07097e-05   -1.62609e-05      -0.459149   -1.34737e-05   -8.28577e-06
            0        5.83456        1.55588      -0.881988    6.31355e-05   -0.000280055       -0.41898     4.0306e-05   -0.000188447
            0        5.05662        1.55588      -0.928334   -0.000156715   -0.000236992      -0.540505   -0.000156988   -0.000160191
            0        4.27868        1.55588      -0.768759   -9.14372e-05     4.4038e-05      -0.679793   -5.70221e-05    -2.3478e-05
            0        3.50073        1.55588      -0.454611    1.33056e-05   -4.42595e-05      -0.691284    -7.0262e-05   -1.18033e-05
            0        2.72279        1.55588      -0.313355     0.00131199    0.000945996     -0.0287413    -0.00195709    -0.00143743
            0        1.94485        1.55588              0              0              0              0              0              0
            0        1.16691        1.55588              0              0              0              0              0              0
            0       0.388971        1.55588              0              0              0              0              0              0
            0      -0.388971        1.55588              0              0              0              0              0              0
            0       -1.16691        1.55588              0              0              0              0              0              0
            0       -1.94485        1.55588              0              0              0              0              0              0
            0       -2.72279        1.55588      -0.313355    -0.00131199    0.000945996     -0.0287413     0.00195709    -0.00143743
            0       -3.50073        1.55588      -0.454611   -1.33056e-05   -4.42595e-05      -0.691284     7.0262e-05   -1.18033e-05
            0       -4.27868        1.55588      -0.768759    9.14372e-05     4.4038e-05      -0.679793    5.70221e-05    -2.3478e-05
            0       -5.05662        1.55588      -0.928334    0.000156715   -0.000236992      -0.540505    0.000156988   -0.000160191
            0       -5.83456        1.55588      -0.881988   -6.31355e-05   -0.000280055       -0.41898    -4.0306e-05   -0.000188447
            0        -6.6125        1.55588      -0.771365    1.07097e-05   -1.62609e-05      -0.459149    1.34737e-05   -8.28577e-06
            0         6.6125       0.777941       0.374926   -0.000263015   -9.74967e-05      -0.896095   -0.000748831   -7.16002e-05
            0        5.83456       0.777941       0.253694    0.000108539    5.67202e-05      -0.827996   -0.000273095   -0.000835228
            0        5.05662       0.777941       0.175052    0.000101222    1.80846e-05      -0.899602   -0.000378055     0.00015091
            0        4.27868       0.777941       0.256403   -2.10241e-05     0.00014313      -0.964969   -7.50429e-05   -0.000967592
            0        3.50073       0.777941       0.407858   -3.46072e-05    -8.2573e-06       -0.71734    6.26693e-05    1.69318e-05
            0        2.72279       0.777941       0.026073    4.56503e-05    0.000607016      -0.640075     0.00021427    -0.00014302
            0        1.94485       0.777941              0              0              0              0              0              0
            0        1.16691       0.777941              0              0              0              0              0              0
            0       0.388971       0.777941              0              0              0              0              0              0
            0      -0.388971       0.777941              0              0              0              0              0              0
            0       -1.16691       0.777941              0              0              0              0              0              0
            0       -1.94485       0.777941              0              0              0              0              0              0
            0       -2.72279       0.777941       0.026073   -4.56503e-05    0.000607016      -0.640075    -0.00021427    -0.00014302
            0       -3.50073       0.777941       0.407858    3.46072e-05    -8.2573e-06       -0.71734   -6.26693e-05    1.69318e-05
            0       -4.27868       0.777941       0.256403    2.10241e-05     0.00014313      -0.964969    7.50429e-05   -0.000967592
            0       -5.05662       0.777941       0.175052   -0.000101222    1.80846e-05      -0.899602    0.000378055     0.00015091
            0       -5.83456       0.777941       0.253694   -0.000108539    5.67202e-05      -0.827996    0.000273095   -0.000835228
            0        -6.6125       0.777941       0.374926    0.000263015   -9.74967e-05      -0.896095    0.000748831   -7.16002e-05
            0         6.6125              0        1.08358      0.0011553    0.000121817      0.0849839    2.84663e-05   -0.000125723
            0        5.83456              0        0.95483   -0.000135559   -2.70331e-05       0.127645   -6.45112e-05   -1.56703e-05
            0        5.05662              0       0.872004    8.55173e-05    0.000211229      0.0476803   -9.39383e-07   -4.82502e-05
            0        4.27868              0       0.872606    0.000365327   -0.000189429     -0.0223399   -9.78872e-05    9.14272e-06
            0        3.50073              0       0.309498    5.46702e-06    -4.0021e-06    -0.00540946    8.59771e-06    7.30506e-05
            0        2.72279              0              0              0              0              0              0              0
            0        1.94485              0              0              0              0              0              0              0
            0        1.16691              0              0              0              0              0              0              0
            0       0.388971              0              0              0              0              0              0              0
            0      -0.388971              0              0              0              0              0              0              0
            0       -1.16691              0              0              0              0              0              0              0
            0       -1.94485              0              0              0              0              0              0              0
            0       -2.72279              0              0              0              0              0              0              0
            0       -3.50073              0       0.309498   -5.46702e-06    -4.0021e-06    -0.00540946   -8.59771e-06    7.30506e-05
            0       -4.27868              0       0.872606   -0.000365327   -0.000189429     -0.0223399    9.78872e-05    9.14272e-06
            0       -5.05662              0       0.872004   -8.55173e-05    0.000211229      0.0476803    9.39383e-07   -4.82502e-05
            0       -5.83456              0        0.95483    0.000135559   -2.70331e-05       0.127645    6.45112e-05   -1.56703e-05
            0        -6.6125              0        1.08358     -0.0011553    0.000121817      0.0849839   -2.84663e-05   -0.000125723
            0         6.6125      -0.777941       0.271954   -0.000272678    5.38246e-05        1.04602   -0.000881733    0.000126292
            0        5.83456      -0.777941       0.182197   -3.96234e-06   -3.08909e-05        1.00627   -9.97233e-05   -0.000122322
            0        5.05662      -0.777941       0.192755   -8.72575e-05   -0.000173302       0.902827    -0.00038207   -0.000717852
            0        4.27868      -0.777941       0.269966    3.81464e-05     6.1156e-05       0.858329     6.0379e-06   -1.98904e-06
            0        3.50073      -0.777941       0.292884   -5.28079e-05   -4.62391e-05       0.747058   -0.000101787   -9.43793e-05
            0        2.72279      -0.777941     -0.0494916   -0.000668387    0.000266716       0.621029    2.97504e-05    0.000193035
            0        1.94485      -0.777941              0              0              0              0              0              0
            0        1.16691      -0.777941              0              0              0              0              0              0
            0       0.388971      -0.777941              0              0              0              0              0              0
            0      -0.388971      -0.777941              0              0              0              0              0              0
            0       -1.16691      -0.777941              0              0              0              0              0              0
            0       -1.94485      -0.777941              0              0              0              0              0              0
            0       -2.72279      -0.777941     -0.0494916    0.000668387    0.000266716       0.621029   -2.97504e-05    0.000193035
            0       -3.50073      -0.777941       0.292884    5.28079e-05   -4.62391e-05       0.747058    0.000101787   -9.43793e-05
            0       -4.27868      -0.777941       0.269966   -3.81464e-05     6.1156e-05       0.858329    -6.0379e-06   -1.98904e-06
            0       -5.05662      -0.777941       0.192755    8.72575e-05   -0.000173302       0.902827     0.00038207   -0.000717852
            0       -5.83456      -0.777941       0.182197    3.96234e-06   -3.08909e-05        1.00627    9.97233e-05   -0.000122322
            0        -6.6125      -0.777941       0.271954    0.000272678    5.38246e-05        1.04602    0.000881733    0.000126292
            0         6.6125       -1.55588      -0.929252   -0.000253443   -0.000264214       0.587279    0.000335299    0.000196633
            0        5.83456       -1.55588      -0.973055   -4.33354e-05    0.000151156       0.450067    1.03869e-05    0.000104519
            0        5.05662       -1.55588      -0.836246   -0.000120682    0.000347644       0.341946    3.39512e-05   -5.87338e-05
            0        4.27868       -1.55588       -0.64894   -0.000234062   -0.000321801       0.441608    4.56191e-05    0.000128257
            0        3.50073       -1.55588      -0.596224    1.49923e-05   -0.000179853       0.716683    0.000188753    3.76803e-05
            0        2.72279       -1.55588      -0.342178    9.71094e-05    -7.3677e-05      0.0130007    -9.5175e-05    1.67663e-06
            0        1.94485       -1.55588              0              0              0              0              0              0
            0        1.16691       -1.55588              0              0              0              0              0              0
            0       0.388971       -1.55588              0              0              0              0              0              0
            0      -0.388971       -1.55588              0              0              0              0              0              0
            0       -1.16691       -1.55588              0              0              0              0              0              0
            0       -1.94485       -1.55588              0              0              0              0              0              0
            0       -2.72279       -1.55588      -0.342178   -9.71094e-05    -7.3677e-05      0.0130007     9.5175e-05    1.67663e-06
            0       -3.50073       -1.55588      -0.596224   -1.49923e-05   -0.000179853       0.716683   -0.000188753    3.76803e-05
            0       -4.27868       -1.55588       -0.64894    0.000234062   -0.000321801       0.441608   -4.56191e-05    0.000128257
            0       -5.05662       -1.55588      -0.836246    0.000120682    0.000347644       0.341946   -3.39512e-05   -5.87338e-05
            0       -5.83456       -1.55588      -0.973055    4.33354e-05    0.000151156       0.450067   -1.03869e-05    0.000104519
            0        -6.6125       -1.55588      -0.929252    0.000253443   -0.000264214       0.587279   -0.000335299    0.000196633
            0         6.6125       -2.33382      -0.844312   -0.000870774    0.000487023      -0.602845    -0.00159913    0.000694309
            0        5.83456       -2.33382      -0.869193    0.000122403   -0.000440507      -0.809311    9.02622e-05   -0.000291071
            0        5.05662       -2.33382      -0.657067    4.08456e-05   -3.50065e-05      -0.924575    8.64884e-05    4.25836e-05
            0        4.27868       -2.33382      -0.438426   -5.66647e-06    0.000153232      -0.741043   -0.000204363    0.000284977
            0        3.50073       -2.33382      -0.535884    7.14853e-06   -5.99499e-05      -0.390393   -1.13279e-05   -5.33054e-05
            0        2.72279       -2.33382      -0.998386    4.91082e-05   -4.92123e-05      -0.349969    1.49515e-05   -8.78324e-06
            0        1.94485       -2.33382      -0.234276   -0.000132962    0.000262382       -1.19068   -4.18353e-05   -8.63236e-06
            0        1.16691       -2.33382              0              0              0              0              0              0
            0       0.388971       -2.33382              0              0              0              0              0              0
            0      -0.388971       -2.33382              0              0              0              0              0              0
            0       -1.16691       -2.33382              0              0              0              0              0              0
            0       -1.94485       -2.33382      -0.234276    0.000132962    0.000262382       -1.19068    4.18353e-05   -8.63236e-06
            0       -2.72279       -2.33382      -0.998386   -4.91082e-05   -4.92123e-05      -0.349969   -1.49515e-05   -8.78324e-06
            0       -3.50073       -2.33382      -0.535884   -7.14853e-06   -5.99499e-05      -0.390393    1.13279e-05   -5.33054e-05
            0       -4.27868       -2.33382      -0.438426    5.66647e-06    0.000153232      -0.741043    0.000204363    0.000284977
            0       -5.05662       -2.33382      -0.657067   -4.08456e-05   -3.50065e-05      -0.924575   -8.64884e-05    4.25836e-05
            0       -5.83456       -2.33382      -0.869193   -0.000122403   -0.000440507      -0.809311   -9.02622e-05   -0.000291071
            0        -6.6125       -2.33382      -0.844312    0.000870774    0.000487023      -0.602845     0.00159913    0.000694309
            0         6.6125       -3.11176       0.348738    5.94944e-05    1.34307e-05      -0.745609    7.40608e-06   -5.49394e-05
            0        5.83456       -3.11176       0.288857    0.000368575   -0.000149936      -0.974059   -0.000564881    0.000120349
            0        5.05662       -3.11176       0.495277    0.000229859   -8.33528e-05       -1.12537   -0.000441986    0.000314608
            0        4.27868       -3.11176       0.734456   -3.89637e-05   -7.32918e-05      -0.953373    4.38997e-05    0.000292177
            0        3.50073       -3.11176       0.644527   -0.000223808   -0.000820287      -0.622319     0.00035176     0.00101255
            0        2.72279       -3.11176       0.208933    4.54263e-05   -5.56778e-05      -0.594541   -7.66199e-05    7.06943e-05
            0        1.94485       -3.11176    -0.00250314    2.55171e-07   -4.96205e-05       -1.08988   -2.92727e-05    8.13525e-05
            0        1.16691       -3.11176       -0.37589    3.40067e-05   -5.80778e-05       0.523799   -4.29222e-05    9.35083e-05
            0       0.388971       -3.11176       0.246379   -3.96416e-05    -4.1398e-05     -0.0167891    1.54072e-05    2.95824e-05
            0      -0.388971       -3.11176       0.246379    3.96416e-05    -4.1398e-05     -0.0167891   -1.54072e-05    2.95824e-05
            0       -1.16691       -3.11176       -0.37589   -3.40067e-05   -5.80778e-05       0.523799    4.29222e-05    9.35083e-05
            0       -1.94485       -3.11176    -0.00250314   -2.55171e-07   -4.96205e-05       -1.08988    2.92727e-05    8.13525e-05
            0       -2.72279       -3.11176       0.208933   -4.54263e-05   -5.56778e-05      -0.594541    7.66199e-05    7.06943e-05
            0       -3.50073       -3.11176       0.644527    0.000223808   -0.000820287      -0.622319    -0.00035176     0.00101255
            0       -4.27868       -3.11176       0.734456    3.89637e-05   -7.32918e-05      -0.953373   -4.38997e-05    0.000292177
            0       -5.05662       -3.11176       0.495277   -0.000229859   -8.33528e-05       -1.12537    0.000441986    0.000314608
            0       -5.83456       -3.11176       0.288857   -0.000368575   -0.000149936      -0.974059    0.000564881    0.000120349
            0        -6.6125       -3.11176       0.348738   -5.94944e-05    1.34307e-05      -0.745609   -7.40608e-06   -5.49394e-05
            0         6.6125       -3.88971       0.887555   -1.29429e-05    0.000165768       0.393233    2.01493e-05   -2.75995e-05
            0        5.83456       -3.88971       0.767022    0.000266042    0.000321317        0.20563    6.44468e-06   -0.000220041
            0        5.05662       -3.88971       0.909513   -0.000507772   -0.000471646      0.0157932    -0.00013865   -0.000164276
            0        4.27868       -3.88971        1.16088    2.84695e-05   -6.44303e-06      0.0945967    2.67994e-05   -1.91957e-05
            0        3.50073       -3.88971        1.19533   -0.000537885    0.000366025       0.399578   -0.000186245   -1.99237e-05
            0        2.72279       -3.88971       0.892476   -0.000115353    0.000172523       0.571336    0.000138974    7.91413e-06
            0        1.94485       -3.88971       0.553969   -2.76965e-06    0.000173147       0.381189   -0.000150571     0.00014853
            0        1.16691       -3.88971       0.461796    0.000212153    2.04885e-05      0.0256178     2.7358e-05    8.27826e-05
            0       0.388971       -3.88971       0.537588   -2.67568e-05    0.000177992      -0.145004       1.44e-06    0.000188387
            0      -0.388971       -3.88971       0.537588    2.67568e-05    0.000177992      -0.145004      -1.44e-06    0.000188387
            0       -1.16691       -3.88971       0.461796   -0.000212153    2.04885e-05      0.0256178    -2.7358e-05    8.27826e-05
            0       -1.94485       -3.88971       0.553969    2.76965e-06    0.000173147       0.381189    0.000150571     0.00014853
            0       -2.72279       -3.88971       0.892476    0.000115353    0.000172523       0.571336   -0.000138974    7.91413e-06
            0       -3.50073       -3.88971        1.19533    0.000537885    0.000366025       0.399578    0.000186245   -1.99237e-05
            0       -4.27868       -3.88971        1.16088   -2.84695e-05   -6.44303e-06      0.0945967   -2.67994e-05   -1.91957e-05
            0       -5.05662       -3.88971       0.909513    0.000507772   -0.000471646      0.0157932     0.00013865   -0.000164276
            0       -5.83456       -3.88971       0.767022   -0.000266042    0.000321317        0.20563   -6.44468e-06   -0.000220041
            0        -6.6125       -3.88971       0.887555    1.29429e-05    0.000165768       0.393233   -2.01493e-05   -2.75995e-05
            0         6.6125       -4.66765      0.0299006    8.63752e-06    6.21948e-05        1.16812    0.000704315     0.00113857
            0        5.83456       -4.66765      -0.145014    6.04065e-05   -7.03186e-05        1.06434   -0.000341261   -0.000409369
            0        5.05662       -4.66765      -0.104096    7.12055e-05   -0.000154853       0.861578   -0.000149599    0.000645448
            0        4.27868       -4.66765       0.127089   -9.77341e-05    9.76246e-05       0.817895     0.00022827   -8.93037e-05
            0        3.50073       -4.66765       0.290651    9.98845e-05   -7.93821e-06        1.01243    0.000134385    0.000508592
            0        2.72279       -4.66765       0.201731    1.08934e-05   -7.00246e-05         1.2648   -0.000539866   -8.33365e-05
            0        1.94485       -4.66765     -0.0510989    3.39537e-05   -8.49405e-06        1.36316    4.14899e-05   -0.000482283
            0        1.16691       -4.66765      -0.265704   -6.60313e-06   -4.76447e-05        1.29239    0.000170024   -0.000196845
            0       0.388971       -4.66765      -0.354629     5.6307e-05   -1.15735e-05        1.20805   -0.000869025    0.000307761
            0      -0.388971       -4.66765      -0.354629    -5.6307e-05   -1.15735e-05        1.20805    0.000869025    0.000307761
            0       -1.16691       -4.66765      -0.265704    6.60313e-06   -4.76447e-05        1.29239   -0.000170024   -0.000196845
            0       -1.94485       -4.66765     -0.0510989   -3.39537e-05   -8.49405e-06        1.36316   -4.14899e-05   -0.000482283
            0       -2.72279       -4.66765       0.201731   -1.08934e-05   -7.00246e-05         1.2648    0.000539866   -8.33365e-05
            0       -3.50073       -4.66765       0.290651   -9.98845e-05   -7.93821e-06        1.01243   -0.000134385    0.000508592
            0       -4.27868       -4.66765       0.127089    9.77341e-05    9.76246e-05       0.817895    -0.00022827   -8.93037e-05
            0       -5.05662       -4.66765      -0.104096   -7.12055e-05   -0.000154853       0.861578    0.000149599    0.000645448
            0       -5.83456       -4.66765      -0.145014   -6.04065e-05   -7.03186e-05        1.06434    0.000341261   -0.000409369
            0        -6.6125       -4.66765      0.0299006   -8.63752e-06    6.21948e-05        1.16812   -0.000704315     0.00113857
            0         6.6125       -5.44559      -0.873502    8.59014e-06   -9.55027e-07       0.426107   -5.85801e-06    1.19854e-05
            0        5.83456       -5.44559       -1.05833    0.000503029   -1.24408e-05         0.4347     -0.0002407    3.17846e-05
            0        5.05662       -5.44559        -1.1248   -0.000205129    0.000111698       0.270584    8.81601e-05   -7.30775e-05
            0        4.27868       -5.44559       -0.99615   -3.09431e-05   -0.000155662       0.118939   -1.10474e-05    3.47434e-05
            0        3.50073       -5.44559      -0.791325    0.000367074   -0.000978007       0.139567   -6.47801e-05    0.000340153
            0        2.72279       -5.44559      -0.677128    1.19551e-05   -6.50121e-05       0.311859     -3.573e-05    8.00281e-06
            0        1.94485       -5.44559      -0.715785   -0.000547906    0.000514036        0.50051    8.65028e-05   -0.000142336
            0        1.16691       -5.44559       -0.81633    5.49101e-05     8.7987e-05       0.609355   -4.71356e-05    3.16991e-05
            0       0.388971       -5.44559      -0.885988    2.52886e-05    6.47513e-05       0.646257   -6.32153e-05    8.30666e-05
            0      -0.388971       -5.44559      -0.885988   -2.52886e-05    6.47513e-05       0.646257    6.32153e-05    8.30666e-05
            0       -1.16691       -5.44559       -0.81633   -5.49101e-05     8.7987e-05       0.609355    4.71356e-05    3.16991e-05
            0       -1.94485       -5.44559      -0.715785    0.000547906    0.000514036        0.50051   -8.65028e-05   -0.000142336
            0       -2.72279       -5.44559      -0.677128   -1.19551e-05   -6.50121e-05       0.311859      3.573e-05    8.00281e-06
            0       -3.50073       -5.44559      -0.791325   -0.000367074   -0.000978007       0.139567    6.47801e-05    0.000340153
            0       -4.27868       -5.44559       -0.99615    3.09431e-05   -0.000155662       0.118939    1.10474e-05    3.47434e-05
            0       -5.05662       -5.44559        -1.1248    0.000205129    0.000111698       0.270584   -8.81601e-05   -7.30775e-05
            0       -5.83456       -5.44559       -1.05833   -0.000503029   -1.24408e-05         0.4347      0.0002407    3.17846e-05
            0        -6.6125       -5.44559      -0.873502   -8.59014e-06   -9.55027e-07       0.426107    5.85801e-06    1.19854e-05
            0         6.6125       -6.22353      -0.410658   -0.000411104    0.000432294       -0.79077   -0.000520684    0.000625279
            0        5.83456       -6.22353      -0.533401   -3.29696e-05   -9.86925e-05      -0.688795   -0.000100516   -3.45467e-05
            0        5.05662       -6.22353      -0.671396    0.000134536    0.000116653      -0.753579    0.000207669    0.000374613
            0        4.27868       -6.22353      -0.690755   -5.58285e-05   -9.83834e-05      -0.923371   -0.000223026    -5.2437e-05
            0        3.50073       -6.22353      -0.576246    7.08032e-05    0.000511131       -1.05077    0.000129801     0.00100107
            0        2.72279       -6.22353      -0.417168    -0.00021571   -0.000187928       -1.05078   -0.000422506   -0.000331233
            0        1.94485       -6.22353       -0.30419   -0.000202559   -0.000213249      -0.969449    -0.00050457   -0.000294608
            0        1.16691       -6.22353        -0.2501   -9.77725e-06     0.00011349      -0.868439   -4.29346e-05     0.00017899
            0       0.388971       -6.22353       -0.23597   -6.81126e-05   -0.000125724      -0.816394   -0.000245767   -0.000305226
            0      -0.388971       -6.22353       -0.23597    6.81126e-05   -0.000125724      -0.816394    0.000245767   -0.000305226
            0       -1.16691       -6.22353        -0.2501    9.77725e-06     0.00011349      -0.868439    4.29346e-05     0.00017899
            0       -1.94485       -6.22353       -0.30419    0.000202559   -0.000213249      -0.969449     0.00050457   -0.000294608
            0       -2.72279       -6.22353      -0.417168     0.00021571   -0.000187928       -1.05078    0.000422506   -0.000331233
            0       -3.50073       -6.22353      -0.576246   -7.08032e-05    0.000511131       -1.05077   -0.000129801     0.00100107
            0       -4.27868       -6.22353      -0.690755    5.58285e-05   -9.83834e-05      -0.923371    0.000223026    -5.2437e-05
            0       -5.05662       -6.22353      -0.671396   -0.000134536    0.000116653      -0.753579   -0.000207669    0.000374613
            0       -5.83456       -6.22353      -0.533401    3.29696e-05   -9.86925e-05      -0.688795    0.000100516   -3.45467e-05
            0        -6.6125       -6.22353      -0.410658    0.000411104    0.000432294       -0.79077    0.000520684    0.000625279
            0         6.6125       -7.00147       0.786389   -0.000328815     0.00031647      -0.783747     3.9827e-05   -0.000408361
            0        5.83456       -7.00147       0.769919    0.000317529   -1.59065e-05      -0.640706   -0.000240503   -4.79892e-05
            0        5.05662       -7.00147       0.650432    3.13068e-05   -2.74008e-05      -0.594632    3.70797e-06    1.51681e-05
            0        4.27868       -7.00147        0.52638    9.34936e-05    0.000644443      -0.675616   -0.000190759   -0.000982512
            0        3.50073       -7.00147       0.488156   -0.000196128   -1.07038e-05      -0.816051    0.000236602    4.53777e-05
            0        2.72279       -7.00147       0.539337   -3.51935e-05   -0.000166754      -0.926947    1.42837e-05    0.000197978
            0        1.94485       -7.00147       0.633735    4.45724e-05    3.70352e-05      -0.977667   -9.21806e-05   -1.37523e-05
            0        1.16691       -7.00147       0.721572    7.70356e-05   -0.000742647      -0.992411    -0.00022622     0.00105532
            0       0.388971       -7.00147       0.767765   -2.31927e-05   -1.78201e-05       -0.98868    3.20551e-05    1.82442e-05
            0      -0.388971       -7.00147       0.767765    2.31927e-05   -1.78201e-05       -0.98868   -3.20551e-05    1.82442e-05
            0       -1.16691       -7.00147       0.721572   -7.70356e-05   -0.000742647      -0.992411     0.00022622     0.00105532
            0       -1.94485       -7.00147       0.633735   -4.45724e-05    3.70352e-05      -0.977667    9.21806e-05   -1.37523e-05
            0       -2.72279       -7.00147       0.539337    3.51935e-05   -0.000166754      -0.926947   -1.42837e-05    0.000197978
            0       -3.50073       -7.00147       0.488156    0.000196128   -1.07038e-05      -0.816051   -0.000236602    4.53777e-05
            0       -4.27868       -7.00147        0.52638   -9.34936e-05    0.000644443      -0.675616    0.000190759   -0.000982512
            0       -5.05662       -7.00147       0.650432   -3.13068e-05   -2.74008e-05      -0.594632   -3.70797e-06    1.51681e-05
            0       -5.83456       -7.00147       0.769919   -0.000317529   -1.59065e-05      -0.640706    0.000240503   -4.79892e-05
            0        -6.6125       -7.00147       0.786389    0.000328815     0.00031647      -0.783747    -3.9827e-05   -0.000408361
            0         6.6125       -7.77941       0.934471    4.29575e-05    7.16197e-05       0.345375     5.2621e-05    5.08215e-05
            0        5.83456       -7.77941        1.02645    1.54725e-05   -0.000249177       0.440933    5.02008e-05     4.9789e-06
            0        5.05662       -7.77941       0.998988    -0.00010433   -0.000456576       0.547682   -3.94986e-05   -0.000238267
            0        4.27868       -7.77941       0.885931   -5.71128e-05    5.96344e-05       0.594259   -7.26662e-05   -1.37579e-05
            0        3.50073       -7.77941        0.76577   -7.63625e-05    0.000421723        0.56595    9.91167e-06    0.000177482
            0        2.72279       -7.77941       0.695383   -9.31363e-05    0.000105857       0.491839   -5.47715e-05    3.94494e-05
            0        1.94485       -7.77941       0.680367    -0.00014672    0.000214499       0.410114   -6.90548e-05    0.000142024
            0        1.16691       -7.77941       0.692751   -1.19283e-05   -5.15669e-05       0.343605    1.42962e-06   -4.41297e-05
            0       0.388971       -7.77941       0.711606     8.3995e-05    0.000370338       0.309471    4.04399e-05    4.87658e-05
            0      -0.388971       -7.77941       0.711606    -8.3995e-05    0.000370338       0.309471   -4.04399e-05    4.87658e-05
            0       -1.16691       -7.77941       0.692751    1.19283e-05   -5.15669e-05       0.343605   -1.42962e-06   -4.41297e-05
            0       -1.94485       -7.77941       0.680367     0.00014672    0.000214499       0.410114    6.90548e-05    0.000142024
            0       -2.72279       -7.77941       0.695383    9.31363e-05    0.000105857       0.491839    5.47715e-05    3.94494e-05
            0       -3.50073       -7.77941        0.76577    7.63625e-05    0.000421723        0.56595   -9.91167e-06    0.000177482
            0       -4.27868       -7.77941       0.885931    5.71128e-05    5.96344e-05       0.594259    7.26662e-05   -1.37579e-05
            0       -5.05662       -7.77941       0.998988     0.00010433   -0.000456576       0.547682    3.94986e-05   -0.000238267
            0       -5.83456       -7.77941        1.02645   -1.54725e-05   -0.000249177       0.440933   -5.02008e-05     4.9789e-06
            0        -6.6125       -7.77941       0.934471   -4.29575e-05    7.16197e-05       0.345375    -5.2621e-05    5.08215e-05
            0         6.6125       -8.55735      -0.244654     0.00011331    5.31173e-05       0.884283    0.000459932    0.000415439
            0        5.83456       -8.55735      -0.128903   -4.02194e-05   -6.43565e-05       0.875816   -8.32535e-05   -9.16335e-05
            0        5.05662       -8.55735     -0.0607293   -2.77952e-06    -4.5235e-05       0.944009   -0.000153178   -0.000141966
            0        4.27868       -8.55735     -0.0715043   -1.80019e-05     9.7727e-05        1.04677    0.000192285    0.000432409
            0        3.50073       -8.55735      -0.138098    0.000124744    0.000287554        1.13231   -0.000316994    0.000187467
            0        2.72279       -8.55735      -0.217128    -1.2878e-05    4.96894e-05        1.16583   -0.000146209   -0.000153596
            0        1.94485       -8.55735      -0.286011    4.72483e-06    7.84575e-05        1.15246   -8.32346e-05    0.000194032
